Date;ALV.DE;KNEBV.HE;KER.PA;FP.PA;VOW3.DE;SAN.PA;SU.PA;ENEL.MI;ISP.MI;INGA.AS;BAYN.DE;IBE.MC;MC.PA;CRH.L;SIE.DE;DAI.DE;LIN.DE;ENGI.PA;AI.PA;ENI.MI;PHIA.AS;MUV2.DE;BAS.DE;BMW.DE;OR.PA;RI.PA
2005-01-19;94.30000305175781;;72.96135711669922;40.70000076293945;26.460838317871094;58.04999923706055;28.259780883789062;6.198239803314209;3.3744618892669678;16.977785110473633;24.198896408081055;4.672500133514404;55.099998474121094;1515.3934326171875;60.27365493774414;35.5;34.0;19.200000762939453;34.069313049316406;18.56999969482422;18.70065689086914;90.0;26.290000915527344;33.349998474121094;56.70000076293945;52.06270217895508
2005-01-20;92.0;;73.65843963623047;40.349998474121094;26.39125633239746;57.5;28.086862564086914;6.198239803314209;3.3744618892669678;16.854923248291016;23.86430549621582;4.635000228881836;53.75;1515.3934326171875;59.26586151123047;35.11000061035156;34.0;19.489999771118164;33.88959503173828;18.420000076293945;18.308609008789062;88.48999786376953;26.415000915527344;32.75;55.54999923706055;51.449642181396484
2005-01-21;91.18000030517578;;74.91319274902344;40.17499923706055;26.5502986907959;57.04999923706055;27.98805046081543;6.1724138259887695;3.3744618892669678;16.662954330444336;23.883987426757812;4.630000114440918;53.79999923706055;1515.3934326171875;59.110816955566406;34.9900016784668;34.0;19.520000457763672;33.78689956665039;18.389999389648438;18.181194305419922;88.54000091552734;26.125;32.709999084472656;55.25;51.21385192871094
2005-01-24;90.5;;74.91319274902344;40.42499923706055;26.162630081176758;57.400001525878906;28.037456512451172;6.112153053283691;3.3744618892669678;16.624561309814453;24.484283447265625;4.630000114440918;53.599998474121094;1515.3934326171875;59.013916015625;34.650001525878906;34.0;19.860000610351562;33.63285446166992;18.540000915527344;18.190994262695312;87.25;25.875;32.40999984741211;55.0;50.69511032104492
2005-01-25;90.88999938964844;;74.91319274902344;40.95000076293945;25.953887939453125;57.79999923706055;28.38329315185547;6.16380500793457;3.355767011642456;16.870281219482422;24.454761505126953;4.637499809265137;53.349998474121094;1515.3934326171875;59.0623664855957;34.5;34.0;20.100000381469727;33.37611770629883;18.690000534057617;18.181194305419922;87.37000274658203;25.899999618530273;32.560001373291016;55.0;50.69511032104492
2005-01-26;91.05000305175781;;75.23849487304688;41.29999923706055;26.540359497070312;58.04999923706055;28.185672760009766;6.206849098205566;3.355767011642456;17.10832405090332;24.5925350189209;4.672500133514404;53.95000076293945;1515.3934326171875;59.98294448852539;34.900001525878906;34.0;20.43000030517578;33.709877014160156;18.670000076293945;18.32821273803711;89.05000305175781;25.899999618530273;32.86000061035156;55.0;51.6854362487793
2005-01-27;90.4800033569336;;75.98204803466797;41.32500076293945;26.560239791870117;57.70000076293945;28.037456512451172;6.1724138259887695;3.3370718955993652;16.91635513305664;24.70078468322754;4.675000190734863;53.849998474121094;1515.3934326171875;59.304622650146484;34.560001373291016;34.0;20.469999313354492;33.81257247924805;18.649999618530273;18.867277145385742;88.0;25.81999969482422;32.470001220703125;56.29999923706055;51.73259353637695
2005-01-28;90.43000030517578;;75.51732635498047;41.45000076293945;26.421077728271484;57.599998474121094;28.407995223999023;6.1551971435546875;3.3183770179748535;16.870281219482422;24.444921493530273;4.699999809265137;53.900001525878906;1515.3934326171875;60.777549743652344;34.61000061035156;34.0;20.389999389648438;33.607181549072266;18.65999984741211;19.171112060546875;87.30000305175781;26.149999618530273;32.369998931884766;56.599998474121094;51.16669464111328
2005-01-31;90.48999786376953;;75.00613403320312;41.25;26.81868553161621;57.25;28.457401275634766;6.1724138259887695;3.332397937774658;16.94706916809082;23.608440399169922;4.712500095367432;53.650001525878906;1515.3934326171875;59.49842834472656;35.029998779296875;34.0;20.450000762939453;33.81257247924805;18.520000457763672;19.318130493164062;87.1500015258789;26.094999313354492;32.15999984741211;57.349998474121094;50.647953033447266
2005-02-01;90.44999694824219;;74.72730255126953;41.32500076293945;27.265995025634766;57.04999923706055;28.48210334777832;6.211153030395508;3.344083070755005;16.97010612487793;24.120168685913086;4.760000228881836;53.099998474121094;1515.3934326171875;59.04298782348633;35.04999923706055;34.0;20.600000381469727;34.01796340942383;18.600000381469727;19.690576553344727;87.79000091552734;26.295000076293945;32.20000076293945;57.29999923706055;50.97806167602539
2005-02-02;92.30000305175781;;75.47085571289062;41.900001525878906;27.981689453125;57.0;29.099668502807617;6.249892234802246;3.3370718955993652;17.0622501373291;24.307146072387695;4.747499942779541;54.599998474121094;1515.3934326171875;59.3918342590332;35.38999938964844;34.0;21.25;34.09498596191406;18.709999084472656;20.337453842163086;88.44000244140625;26.44499969482422;32.79999923706055;58.0;51.40248489379883
2005-02-03;92.4000015258789;;72.68252563476562;42.04999923706055;27.265995025634766;56.599998474121094;29.02556037902832;6.370412826538086;3.297344923019409;16.977785110473633;24.169374465942383;4.807499885559082;55.099998474121094;1515.3934326171875;58.91701126098633;35.849998474121094;34.0;21.579999923706055;34.1720085144043;18.719999313354492;19.925804138183594;88.0999984741211;26.6200008392334;32.619998931884766;57.70000076293945;50.7894287109375
2005-02-04;92.0;;73.5190200805664;42.17499923706055;27.04730987548828;57.349998474121094;29.14907455444336;6.4392828941345215;3.3183770179748535;17.08528709411621;24.1300106048584;4.822500228881836;54.900001525878906;1515.3934326171875;57.89952850341797;35.72999954223633;34.0;21.5;33.99229049682617;18.739999771118164;20.043418884277344;88.33000183105469;26.614999771118164;32.90999984741211;58.0;50.03489685058594
2005-02-07;93.4800033569336;;73.37960815429688;42.5;27.186473846435547;57.599998474121094;29.544315338134766;6.473717212677002;3.390820026397705;17.18511199951172;24.631898880004883;4.829999923706055;54.54999923706055;1515.3934326171875;59.00422286987305;35.95000076293945;34.0;21.600000381469727;34.35172653198242;19.229999542236328;20.690296173095703;89.5;26.799999237060547;33.099998474121094;58.0;50.7894287109375
2005-02-08;94.19000244140625;;74.63435363769531;42.5;27.613901138305664;57.75;29.494909286499023;6.482326030731201;3.3744618892669678;17.21582794189453;24.96649169921875;4.824999809265137;54.849998474121094;1515.3934326171875;58.868560791015625;36.08000183105469;34.0;21.489999771118164;34.403072357177734;19.239999771118164;20.63149070739746;90.4000015258789;27.0;33.29999923706055;57.70000076293945;49.98773956298828
2005-02-09;94.58999633789062;;74.4484634399414;42.625;27.623842239379883;57.75;29.19847869873047;6.624369144439697;3.4282100200653076;17.223506927490234;25.06490135192871;4.824999809265137;55.599998474121094;1515.3934326171875;58.52939987182617;36.380001068115234;34.0;21.389999389648438;34.5571174621582;19.059999465942383;20.729501724243164;90.4800033569336;27.440000534057617;33.15999984741211;58.650001525878906;50.31784439086914
2005-02-10;94.0;;73.61196899414062;42.349998474121094;27.444917678833008;57.75;29.14907455444336;6.594239234924316;3.4842960834503174;17.18511199951172;25.271560668945312;4.840000152587891;55.20000076293945;1515.3934326171875;59.110816955566406;35.38999938964844;34.0;21.190000534057617;34.5571174621582;18.950000762939453;20.435466766357422;90.0999984741211;27.549999237060547;32.849998474121094;58.45000076293945;50.50647735595703
2005-02-11;93.94999694824219;;74.03022003173828;42.5;27.63378143310547;57.5;29.346694946289062;6.564107894897461;3.526360034942627;17.146717071533203;25.645517349243164;4.869999885559082;55.45000076293945;1515.3934326171875;58.82011032104492;35.72999954223633;34.0;21.100000381469727;34.37739944458008;19.100000381469727;20.64129066467285;90.25;27.454999923706055;33.33000183105469;57.900001525878906;50.742271423339844
2005-02-14;95.5;;74.4484634399414;43.025001525878906;27.723243713378906;57.599998474121094;29.544315338134766;6.624369144439697;3.542717933654785;17.476905822753906;25.881698608398438;4.965000152587891;56.20000076293945;1515.3934326171875;59.64378356933594;35.79999923706055;34.0;21.469999313354492;34.403072357177734;19.1299991607666;20.778507232666016;91.23999786376953;27.8700008392334;33.349998474121094;58.20000076293945;50.459320068359375
2005-02-15;95.6500015258789;;75.56379699707031;42.900001525878906;28.428998947143555;57.849998474121094;29.124370574951172;6.57702112197876;3.5100009441375732;17.561372756958008;25.911222457885742;4.96750020980835;56.25;1515.3934326171875;59.401527404785156;35.59000015258789;34.0;21.549999237060547;34.42874526977539;19.18000030517578;20.739303588867188;91.80000305175781;27.915000915527344;32.88999938964844;57.900001525878906;50.270687103271484
2005-02-16;95.7300033569336;;76.02851867675781;43.25;28.279895782470703;57.70000076293945;29.14907455444336;6.542586803436279;3.5707600116729736;17.592086791992188;25.862018585205078;5.047500133514404;56.29999923706055;1515.3934326171875;59.09143829345703;35.529998779296875;34.0;21.739999771118164;34.3260498046875;19.280000686645508;20.778507232666016;91.9800033569336;28.104999542236328;32.84000015258789;58.099998474121094;49.8934211730957
2005-02-17;94.12999725341797;;75.28496551513672;43.5;27.733184814453125;57.79999923706055;29.074966430664062;6.529674053192139;3.526360034942627;17.67655372619629;25.566789627075195;5.050000190734863;56.20000076293945;1515.3934326171875;58.82011032104492;35.59000015258789;34.0;21.40999984741211;34.300376892089844;19.280000686645508;20.46487045288086;91.25;28.049999237060547;32.75;58.5;51.308170318603516
2005-02-18;94.0;;75.84263610839844;43.474998474121094;27.931989669799805;57.54999923706055;28.951452255249023;6.581326007843018;3.5123379230499268;17.630481719970703;26.029314041137695;5.099999904632568;55.70000076293945;1515.3934326171875;58.13209915161133;35.459999084472656;34.0;21.34000015258789;34.27470397949219;19.399999618530273;20.415864944458008;91.25;28.155000686645508;32.689998626708984;59.0;51.02521896362305
2005-02-21;92.6500015258789;;77.32974243164062;44.150001525878906;28.081092834472656;59.5;29.24788475036621;6.4392828941345215;3.4772849082946777;17.638160705566406;26.393428802490234;5.054999828338623;56.900001525878906;1515.3934326171875;58.141788482666016;35.599998474121094;34.0;21.149999618530273;34.608463287353516;19.549999237060547;20.680496215820312;90.62999725341797;28.360000610351562;32.619998931884766;59.75;51.73259353637695
2005-02-22;93.6500015258789;;76.81855010986328;44.349998474121094;27.951868057250977;60.79999923706055;29.24788475036621;6.236979007720947;3.423537015914917;17.361724853515625;26.34422492980957;4.9375;57.0;1515.3934326171875;58.19023895263672;35.45000076293945;34.0;20.31999969482422;34.91655349731445;19.399999618530273;20.7589054107666;90.51000213623047;28.395000457763672;32.560001373291016;59.54999923706055;52.3928108215332
2005-02-23;92.5;;77.37621307373047;43.599998474121094;27.693424224853516;59.54999923706055;28.75383186340332;6.185327053070068;3.425873041152954;17.331008911132812;25.763608932495117;4.942500114440918;56.099998474121094;1515.3934326171875;57.3665657043457;35.119998931884766;34.0;20.239999771118164;35.09626770019531;19.020000457763672;20.337453842163086;90.05000305175781;27.899999618530273;32.0099983215332;59.5;51.921226501464844
2005-02-24;93.0;;76.91149139404297;43.900001525878906;27.265995025634766;59.5;28.902048110961914;6.258501052856445;3.453916072845459;17.43083381652832;25.53726577758789;4.987500190734863;55.75;1515.3934326171875;57.63789367675781;34.86000061035156;34.0;20.329999923706055;35.14761734008789;19.100000381469727;20.357057571411133;90.6500015258789;27.989999771118164;32.09000015258789;59.5;51.77975082397461
2005-02-25;94.5999984741211;;76.95796966552734;44.125;27.28587532043457;59.099998474121094;29.099668502807617;6.16380500793457;3.4375579357147217;17.415475845336914;26.058837890625;4.920000076293945;55.849998474121094;1515.3934326171875;57.49253845214844;35.02000045776367;34.0;20.1200008392334;35.14761734008789;19.209999084472656;20.60208511352539;91.77999877929688;28.139999389648438;32.400001525878906;59.25;52.25133514404297
2005-02-28;95.88999938964844;;77.98035430908203;44.849998474121094;27.335575103759766;60.5;29.643125534057617;6.198239803314209;3.4679369926452637;17.73798370361328;26.373746871948242;4.974999904632568;56.25;1515.3934326171875;57.96736145019531;35.04999923706055;34.0;20.309999465942383;35.35300827026367;19.31999969482422;20.680496215820312;92.75;28.290000915527344;32.20000076293945;59.04999923706055;51.59111785888672
2005-03-01;95.01000213623047;;77.98035430908203;44.82500076293945;27.156652450561523;61.25;29.396099090576172;6.258501052856445;3.4422318935394287;17.745662689208984;26.048995971679688;4.957499980926514;55.95000076293945;1515.3934326171875;57.26966094970703;34.849998474121094;34.0;20.450000762939453;34.865203857421875;19.670000076293945;20.55307960510254;93.23999786376953;28.274999618530273;32.439998626708984;58.900001525878906;50.930904388427734
2005-03-02;96.1500015258789;;78.02682495117188;44.75;27.733184814453125;61.75;29.69253158569336;6.236979007720947;3.4772849082946777;18.121923446655273;25.871858596801758;4.987500190734863;56.5;1515.3934326171875;57.94798278808594;34.95000076293945;34.0;20.700000762939453;34.94222640991211;19.809999465942383;20.886320114135742;94.0;28.25;32.66999816894531;59.5;51.638275146484375
2005-03-03;95.91000366210938;;77.79446411132812;45.07500076293945;28.041330337524414;62.29999923706055;29.643125534057617;6.1336750984191895;3.458590030670166;17.983705520629883;26.235973358154297;4.96999979019165;56.20000076293945;1515.3934326171875;58.868560791015625;34.79999923706055;34.0;20.299999237060547;35.14761734008789;20.1299991607666;21.03333854675293;93.31999969482422;28.049999237060547;32.83000183105469;59.25;51.02521896362305
2005-03-04;96.0;;78.21271514892578;45.5;27.584081649780273;63.599998474121094;30.384204864501953;6.129371166229248;3.453916072845459;18.160316467285156;26.07851791381836;4.952499866485596;56.45000076293945;1515.3934326171875;59.595333099365234;34.900001525878906;34.0;20.31999969482422;35.327335357666016;20.34000015258789;21.258764266967773;93.30000305175781;28.325000762939453;33.25;59.54999923706055;52.43996810913086
2005-03-07;97.9000015258789;;79.00274658203125;45.875;27.663602828979492;63.599998474121094;30.927661895751953;6.249892234802246;3.5100009441375732;18.321571350097656;26.226133346557617;5.047500133514404;57.599998474121094;1515.3934326171875;60.4286994934082;34.869998931884766;34.0;20.540000915527344;35.48137664794922;20.559999465942383;21.3665771484375;94.19999694824219;28.885000228881836;33.04999923706055;59.75;52.15701675415039
