Dates;date;Entreprises;NUMBER_EMPLOYEES_CSR;yearly_return;SP 500;AUDIT_COMMITTEE_MEETINGS;SAY_PAY_SUPPORT_LEVEL;TOT_OTHER_COMP_AW_TO_CEO_&_EQUIV;TOTAL_EXEC_PAY_AS_PCT_OPEX;TOT_SALARIES_PAID_TO_CEO_&_EQUIV;TOT_SALARIES_&_BNS_PD_TO_EXECS;TOT_N_EQTY_INCENT_GIVEN_TO_EXECS;SAY_PAY_NUMBER_OF_VOTES_FOR;TOT_EXEC_PAY_AS_PCT_SG&A_NET_R&D;TOT_OPTION_AWARDS_GIVEN_TO_EXECS;TOT_EXEC_PAY_AS_PCT_TOT_PSNL_EXP;TOT_N_EQT_INCENT_GVN_TO_CEO_&_EQ;PCT_BOD_COMP_PD_IN_STK_AWD;NUM_EXECUTIVE_CHANGES;AVERAGE_BOD_TOTAL_COMPENSATION;ESG_DISCLOSURE_SCORE;CFO_TENURE_AS_OF_FY_END;CHG_OF_CTRL_BFIT_GOLD_CHUTE_AGR;CLAWBACK_PROVISION_FOR_EXEC_COMP;GENDER_PAY_GAP_BREAKOUT;BLANK_CHECK_PREFERRED_AUTHORIZED
2014-12-31;2014-12-31;VOW3 GR Equity;592586.0;-7.6036850000000005;11.39;4.0;91.36539213629796;495276.48564575246;0.327;1617025.0;20265720.0;1861017.2660473413;3238.1927784335076;0.608;0.0;0.275;704630.6216038517;4.757087358873685;1.0;607472.5;64.0496;11.333;0;0;0;0
2015-12-31;2015-12-31;VOW3 GR Equity;610076.0;-25.96249;-0.73;6.0;93.67138502684121;318005.0;0.21999999999999997;2237610.0;37238111.0;776069.0075063391;1673.5894702897483;0.31800000000000006;0.0;0.266;179847.3385114362;3.075697467671789;9.0;26195.962;64.0496;0.25;0;0;0;0
2016-12-31;2016-12-31;VOW3 GR Equity;626715.0;-0.1669288;9.54;6.0;80.957;178651.0;0.125;1584000.0;19847804.0;1176736.081984841;221.03500000000008;0.18300000000000005;0.0;0.1459999999999999;82133.26812019723;2.898392606404397;2.0;245298.5;61.9835;1.25;0;0;0;0
2017-12-31;2017-12-31;VOW3 GR Equity;642292.0;26.613329999999998;19.42;5.0;80.957;192735.0;0.16699999999999998;2125000.0;26634278.0;918618.3140307077;221.03500000000008;0.25;0.0;0.17100000000000004;523919.8498287372;0.0;2.0;137642.73899999997;64.4628;2.25;0;0;0;0
2018-12-31;2018-12-31;VOW3 GR Equity;664496.0;-14.62376;-6.24;5.0;80.957;146768.0;0.16100000000000003;2507497.0;24277737.0;840375.1542420203;221.03500000000008;0.237;0.0;0.16800000000000004;255722.45152916107;0.0;8.0;216142.143;63.6364;3.25;0;0;0;0
2019-12-31;2019-12-31;VOW3 GR Equity;671205.0;30.98248;28.88;6.0;80.957;87694.0;0.14;2125000.0;24293972.0;1165254.542672017;221.03500000000008;0.21099999999999997;0.0;0.139;108718.6528702008;0.0;2.0;242143.40899999999;63.6364;4.25;0;0;0;0
2005-12-31;2005-12-31;BAS GR Equity;80945.0;26.221890000000002;-30.3;11.597806273966231;92.43105913031616;320285.1523880623;1.4423297693782011;1607887.0434005477;51546550.2366658;1270951.1253373302;2695.1953589662453;1.5298990739804683;1790348.7390297055;-2.257061737413891;224141.88279935665;1.8463305182742715;0.8814191306463475;1840225.5126983332;36.7769;5.76671568408332;0;0;0;0
2006-12-31;2006-12-31;BAS GR Equity;95247.0;17.76732;13.62;3.0;92.64497724182976;235649.92532796605;1.928963884504157;1416955.0771848601;69056181.95832798;1153387.4383110409;2575.426975943412;-0.30987889897453447;1690353.8721460833;-1.4426672144441408;247993.10281754105;1.918673477255756;1.1976372117415595;967819.4206511339;51.6529;5.576404369261884;0;0;0;0
2007-12-31;2007-12-31;BAS GR Equity;95175.0;41.15599;3.53;3.0;91.44612064953;705712.6373937193;137.609;1100000.0;7811775000.0;1092883.9655677811;3384.102325284136;162.30700000000002;1409220.2981189028;187.67500000000004;445375.0321891646;7.483327825550596;2.0;207058.824;53.718999999999994;4.667;0;0;0;0
2008-12-31;2008-12-31;BAS GR Equity;96924.0;-42.74892;-38.49;4.0;92.49764796250058;268562.00659702497;0.293;1100000.0;15747000.0;1134155.1832074677;1979.0490169640912;0.3420000000000001;1541787.1292868112;0.42999999999999994;327204.5355478488;1.9532194339789755;7.0;25973.68400000001;57.8512;5.667000000000001;0;0;0;0
2009-12-31;2009-12-31;BAS GR Equity;104779.0;67.34088;23.45;5.0;91.10662761404863;577637.6519089376;0.184;1100000.0;12004000.0;1890038.423700019;2729.930688976797;0.21099999999999997;1737712.5996410248;0.2899999999999999;563743.0331804107;4.629687265513313;0.0;88835.714;61.9835;6.667000000000001;1;0;0;0
2010-12-31;2010-12-31;BAS GR Equity;109140.0;42.66005;12.78;5.0;90.69440988533793;256033.25889593773;0.256;1100000.0;19703000.0;1020470.6154915834;2383.3179799940795;0.29400000000000004;384000.0;0.35899999999999993;200294.24822267203;2.0661259442919735;0.0;216346.15399999998;64.0496;7.667000000000001;1;0;0;0
2011-12-31;2011-12-31;BAS GR Equity;111141.0;-6.720778;-30.0;5.0;91.93183161607395;282806.33296512894;0.267;1467000.0;21971000.0;866176.4280862621;1353.7240724250792;0.30499999999999994;4981000.0;0.3950000000000001;411322.6781690978;2.6128374756053927;7.0;243541.667;65.7025;0.6670000000000003;1;0;0;0
2012-12-31;2012-12-31;BAS GR Equity;113262.0;37.3331;13.41;5.0;87.94136867564814;613979.279134461;0.23399999999999999;1200000.0;20441000.0;2204208.2132183285;2756.483791081779;0.27;3980000.0;0.33999999999999997;1256814.0706525478;5.192902323988482;2.0;243541.667;63.6364;1.6669999999999998;1;0;0;0
2013-12-31;2013-12-31;BAS GR Equity;112206.0;12.88504;29.6;5.0;89.98672451684034;239937.7165526129;0.27399999999999997;1200000.0;18587000.0;1199989.7099140678;2252.2994045829673;0.32000000000000006;5458000.0;0.37900000000000006;686402.6027217025;2.650311177579188;0.0;243541.667;64.876;2.667;1;0;0;0
2014-12-31;2014-12-31;BAS GR Equity;113292.0;-6.824628999999999;11.39;5.0;92.35246380286347;270746.636824777;0.28800000000000003;1300000.0;18698000.0;843709.7624593565;1627.0923824304282;0.33899999999999997;5458000.0;0.396;294978.6205466217;2.5155534528165915;1.0;200033.333;63.2231;3.667;1;0;0;0
2015-12-31;2015-12-31;BAS GR Equity;112435.0;4.3854809999999995;-0.73;5.0;91.71345060139907;215000.0;0.22699999999999998;1300000.0;18739000.0;1036337.9847374834;1934.2714521357516;0.263;5458000.0;0.32399999999999995;713723.7857383018;3.1285803999105566;3.0;245233.333;62.3967;4.667;1;0;0;0
2016-12-31;2016-12-31;BAS GR Equity;113830.0;30.047890000000002;9.54;5.0;92.55992388579163;67999.99999999997;0.22399999999999998;1300000.0;18177000.0;1137111.35530853;2528.656734127416;0.26;5458000.0;0.29600000000000004;241841.1491746169;3.840178543822647;0.0;225961.538;62.3967;5.667000000000001;1;0;0;0
2017-12-31;2017-12-31;BAS GR Equity;115490.0;7.412875;19.42;5.0;79.57;84000.0;0.294;1600000.0;22299000.0;990396.3516642395;370.98900000000003;0.3400000000000001;5458000.0;0.37900000000000006;-107334.00977188034;1.5881274878806142;4.0;256092.30800000002;66.9421;6.667000000000001;1;0;1;0
2018-12-31;2018-12-31;BAS GR Equity;122404.0;-31.77185;-6.24;5.0;79.57;182000.0;0.315;1973000.0;13941000.0;1092883.9655677811;370.98900000000003;0.371;5458000.0;0.38799999999999996;522855.63767395937;5.271662105908147;2.0;238307.14299999998;65.7025;7.667000000000001;1;1;1;0
2019-12-31;2019-12-31;BAS GR Equity;117628.0;16.6511;28.88;5.0;79.57;60000.0;0.236;1600000.0;13328000.0;972144.4953830944;370.98900000000003;0.2789999999999999;5458000.0;0.30300000000000005;494796.42067709763;1.7559791770993491;0.0;239014.28600000002;63.2231;8.667;1;1;1;0
2005-12-31;2005-12-31;MC FP Equity;66029.0;35.259570000000004;-30.3;7.097837254901785;91.60241409367569;379751.1581081179;0.8121362867211891;1388781.762090779;103829010.28759813;798939.1111551435;1797.1692283803575;0.7340927428986808;1635359.9340345839;0.5946469873544082;613143.0054746163;2.5270934339313404;1.1310220385425713;-233600.79282742582;20.574200000000005;4.273208215005597;0;0;0;0
2006-12-31;2006-12-31;MC FP Equity;69612.0;8.19628;13.62;8.095150334692974;89.75656550998683;324107.97767004604;2.200645519310959;1703833.7872420338;-94545878.10363437;1321615.5451055435;1588.0165644487881;2.1928420826393933;873708.1064044308;2.9107688040935584;426530.8262682766;1.9744171876771826;1.0673163305769506;1137019.8897725507;28.7081;4.0069341527760685;0;0;0;0
2007-12-31;2007-12-31;MC FP Equity;78228.0;5.19489;3.53;6.46382046886848;90.32082044181394;291971.72930252616;0.18;1702011.0;14265736.0;1019892.5180134402;1261.501835797913;0.17999999999999994;797206.6607526275;0.47;567013.578300666;2.3363066262649523;0.0;88994.94;42.1053;4.482682694887857;0;0;0;0
2008-12-31;2008-12-31;MC FP Equity;81640.0;-40.79229;-38.49;5.457906046028306;91.47482095163542;542377.4501744905;0.19;1679396.0;15532171.0;1139904.3060063012;1492.3313974826362;0.18999999999999995;1112802.7210683601;0.47;501275.5458568741;3.8629304149890813;0.0;72949.40999999997;39.7129;4.99728470446007;0;0;0;0
2009-12-31;2009-12-31;MC FP Equity;83043.0;68.31878;23.45;6.905792176300948;89.61205990578136;356845.0616151373;0.17000000000000004;1704672.0;17514780.0;1201577.1070870408;1380.5748503888653;0.16999999999999993;677205.6549932343;0.42;815018.2348530997;2.6528516811051897;0.0;111263.81;45.4545;3.8761534222788954;0;0;0;0
2010-12-31;2010-12-31;MC FP Equity;83542.0;60.457069999999995;12.78;4.0;90.84652891556024;310031.7175459082;0.14;1728399.0;17546784.0;972597.3157324429;2014.6210189258493;0.14;1454195.3698700098;0.35;569883.4752322234;1.783594731692053;0.0;101377.38;46.4115;4.646278368375831;0;0;0;0
2011-12-31;2011-12-31;MC FP Equity;97559.0;-9.441807;-30.0;4.0;93.7636796916843;272720.1940932855;0.14;1713101.0;21188463.0;1317248.5822702004;1937.6561563085147;0.14;1477034.1801641705;0.35;280187.1140291269;2.4767219128292104;1.0;63517.5;52.6316;5.267961264581247;0;0;0;0
2012-12-31;2012-12-31;MC FP Equity;106348.0;29.787570000000002;13.41;4.0;91.30801385268381;526349.8061531024;0.09999999999999998;1191563.0;14566559.0;1110048.134224382;2428.4086384562033;0.09999999999999987;905080.015683848;0.25;241982.5085255978;3.8966052613497366;0.0;55548.92999999999;55.0239;4.224838694271905;0;0;0;0
2013-12-31;2013-12-31;MC FP Equity;114635.0;-2.228801;29.6;4.0;90.77165846314472;358958.63720969623;0.08999999999999997;1519018.0;19572549.0;908679.2099763498;1151.8376635935215;0.08999999999999997;1126762.4676649198;0.22999999999999998;516069.2434775076;2.3015343052531683;1.0;829476.29;55.0239;4.82591574096023;0;0;0;0
2014-12-31;2014-12-31;MC FP Equity;121289.0;13.13127;11.39;5.0;90.1513364458568;376486.06073694356;0.08999999999999997;1069126.0;9408844.0;1173556.2057270985;1191.7809114019992;0.08999999999999997;612484.1586975818;0.24;305769.2723283807;1.6426943401598457;0.0;731086.33;55.9809;3.837772696711189;0;0;0;0
2015-12-31;2015-12-31;MC FP Equity;125346.0;11.81807;-0.73;4.0;89.92389193888334;2.9103830456733704e-11;0.09999999999999998;1145326.0;14463602.0;1307136.017960733;1927.5396381662745;0.09999999999999987;1145997.1357073796;0.26;641856.3622041716;2.310830057726172;2.0;610718.71;57.4163;4.313445068764828;0;0;0;0
2016-12-31;2016-12-31;MC FP Equity;134476.0;28.025779999999997;9.54;4.0;91.14430494896305;2.9103830456733704e-11;0.06000000000000005;1151629.0;8908431.0;877952.8483322078;2428.432566787326;0.06000000000000005;972714.8553387553;0.15000000000000013;346599.1513774402;2.007926708258864;0.0;494064.41;57.8947;5.16885692506222;0;0;0;0
2017-12-31;2017-12-31;MC FP Equity;145247.0;37.889990000000004;19.42;4.0;82.574;37807.0;0.050000000000000044;1139947.0;8896749.0;1458411.0870848708;498.49199999999996;0.050000000000000044;1235456.9494640022;0.14;-55582.80951751524;0.0;0.0;515177.53;57.4163;5.83224198316815;0;0;0;0
2018-12-31;2018-12-31;MC FP Equity;156088.0;7.310447999999999;-6.24;4.0;84.109;41359.0;0.08999999999999997;1119382.0;15296229.0;1232346.8025331998;515.7090000000003;0.08999999999999997;325057.55389231443;0.21999999999999997;681846.0175216821;0.0;0.0;357924.53;59.8086;3.6590834372993473;0;0;0;0
2019-12-31;2019-12-31;MC FP Equity;163309.0;63.152409999999996;28.88;4.0;82.89299999999999;41693.99999999997;0.07999999999999996;1138307.0;15530995.0;959573.846351203;524.3679999999999;0.07999999999999996;896203.2731273253;0.20999999999999996;213451.39098986378;0.0;0.0;66404.13;61.244;5.24616758943244;0;0;0;0
2005-12-31;2005-12-31;OR FP Equity;51403.0;14.07598;-30.3;8.337540853428225;91.855152766147;353407.79909314844;2.053664551934336;1491040.9944446974;18423907.495906495;1142081.1449250893;1934.7685632148252;0.9062612995536041;1528946.2027282915;1.743302445506735;393692.3319471106;2.0786855499056993;1.104678425196614;212905.8963339964;22.7273;4.830552199526711;0;0;0;0
2006-12-31;2006-12-31;OR FP Equity;60851.0;22.52346;13.62;7.282523112529164;90.1143152598068;437459.49614932464;0.90540658207992;1482570.4269377033;31056930.91432694;1400179.9807570279;1721.653047677472;3.4292730773464997;821873.4979914026;-1.4799148669739464;718598.9424991003;3.043409783525952;1.459241121450336;1085971.5690511428;26.4463;4.075814152964832;0;0;0;0
2007-12-31;2007-12-31;OR FP Equity;63358.0;30.84846;3.53;3.0;90.3451138110654;273233.9597069577;0.11299999999999999;2000000.0;7500000.0;1188862.60393776;2338.6584766704173;0.1200000000000001;1358999.4703580495;0.31599999999999995;724558.2346839362;2.8201218702544275;0.0;67500.0;44.2149;4.554366525598966;0;0;0;0
2008-12-31;2008-12-31;OR FP Equity;67662.0;-35.2351;-38.49;4.0;91.4911722391405;270092.0909087812;0.06600000000000006;2100000.0;4085450.0;916351.8513958077;1306.7979811221894;0.06999999999999995;1335335.1366817493;0.18200000000000005;396992.1000755154;2.1055307646863852;0.0;74642.85700000002;47.5207;4.330425856210309;0;0;0;0
2009-12-31;2009-12-31;OR FP Equity;64643.0;28.77461;23.45;4.0;90.4956460277979;214510.4023708196;0.09099999999999997;2100000.0;6424664.0;945354.5571069327;2260.923972730615;0.09699999999999998;1623161.9935930516;0.261;488259.5134516702;1.9151119873360565;0.0;76538.462;50.4132;4.710859156285775;0;0;0;0
2010-12-31;2010-12-31;OR FP Equity;66619.0;8.553036;12.78;5.0;91.35385878011117;629405.4846351651;0.06000000000000005;2100000.0;4677996.000000004;709144.6458078269;1411.383374320341;0.06400000000000006;1514489.7619792705;0.17100000000000004;671748.2917330072;3.2417858026501474;0.0;72142.85700000002;49.5868;3.37369403198725;0;0;0;0
2011-12-31;2011-12-31;OR FP Equity;68886.0;-0.8223826999999999;-30.0;4.0;90.5479595710278;358467.15559904603;0.051000000000000045;2100000.0;3990630.9999999963;1067293.9302502316;2646.6673679147093;0.05500000000000005;735736.5970334334;0.14500000000000002;-144591.19555763272;2.881440590890927;1.0;76653.84599999996;53.71899999999999;5.663149055505101;0;0;0;0
2012-12-31;2012-12-31;OR FP Equity;72637.0;32.824220000000004;13.41;4.0;91.10334567236269;332190.3194636453;0.04200000000000004;2100000.0;3885000.0000000037;887532.6322116385;1373.3679338402192;0.04499999999999993;1187772.3446846833;0.11499999999999999;462014.8784382726;2.2683632440334476;0.0;66812.5;56.6116;4.859794380599095;0;0;0;0
2013-12-31;2013-12-31;OR FP Equity;77452.0;23.85452;29.6;4.0;89.44365438043187;385127.89501798473;0.04300000000000004;2100000.0;3885000.0000000037;1428356.620705254;1448.2719202482424;0.04600000000000004;306216.1363020956;0.12;724357.0723266441;2.5613045770473404;0.0;72916.66700000002;50.0;3.9614473441783393;0;0;0;0
2014-12-31;2014-12-31;OR FP Equity;78611.0;11.31911;11.39;4.0;90.32465012856193;231511.5312371452;0.04300000000000004;2100000.0;3937500.0000000037;1069390.6990469345;1809.5548664531418;0.04600000000000004;888765.8783457233;0.11599999999999999;716701.4534056793;2.0879652059421567;0.0;69380.18800000002;49.5868;4.097928449005653;0;0;0;0
2015-12-31;2015-12-31;OR FP Equity;80867.0;13.29171;-0.73;4.0;96.144;324405.07374012383;0.03400000000000003;2200000.0;3960000.0;1045003.6647343986;429.49400000000014;0.03600000000000003;961415.6061076592;0.08799999999999997;267357.1427987874;3.15219731569569;0.0;77813.33299999998;59.9174;5.382716373588659;0;0;0;0
2016-12-31;2016-12-31;OR FP Equity;89135.0;13.83934;9.54;4.0;95.234;230710.41621178534;0.03200000000000003;2200000.0;3982000.0;936040.3431339231;428.97299999999996;0.03400000000000003;1483720.4015844953;0.08499999999999996;419130.07663040224;1.8283386526763894;0.0;73315.625;62.8099;4.722216876121405;0;0;0;0
2017-12-31;2017-12-31;OR FP Equity;82572.0;8.585871000000001;19.42;4.0;95.805;2.9103830456733704e-11;0.03300000000000003;2200000.0;4192100.0;1021102.3731564913;427.845;0.03600000000000003;513221.3742485491;0.08699999999999986;556190.5579498119;0.0;0.0;81956.25;59.0909;4.497060512336499;0;0;0;0
2018-12-31;2018-12-31;OR FP Equity;85000.0;10.815539999999999;-6.24;4.0;94.79;2.9103830456733704e-11;0.03400000000000003;2200000.0;4238731.999999996;1669783.884753258;421.24;0.03600000000000003;1912007.7058230368;0.08899999999999997;326836.098235217;0.0;0.0;77682.05900000001;61.5702;5.145718099285651;0;0;0;0
2019-12-31;2019-12-31;OR FP Equity;87907.0;33.30106;28.88;4.0;94.413;2.9103830456733704e-11;0.029000000000000026;2200000.0;4245997.999999996;1264353.0831781584;437.58500000000004;0.031000000000000028;-39944.22912003915;0.07799999999999985;59349.115330577595;0.0;0.0;83843.12499999997;61.157;5.499636782889858;0;0;1;0
2005-12-31;2005-12-31;MUV2 GR Equity;;29.433809999999998;-30.3;6.971125651932551;92.03047360441464;195582.88132268458;1.1977626831251063;1241282.8010098457;71135050.42246106;898091.3818743933;1749.279882631576;2.518279683822799;1730155.5541329675;1.1114002925695674;97464.08479661285;1.3216314651995735;0.8872810442050902;-424200.53866132715;51.470020748559996;4.929648267432088;0;0;0;0
2006-12-31;2006-12-31;MUV2 GR Equity;37210.0;17.48465;13.62;7.520722935848733;92.61958155030915;192253.7558182151;1.5939981360764643;1337167.3492201618;83218227.06110168;836791.7874426213;1635.824145791687;1.6219359124671857;1534504.8031137653;1.8150001283432209;422732.23359121894;2.5944653419566155;1.1730486107220908;-301117.52991067764;25.0;4.413072163310763;0;0;0;0
2007-12-31;2007-12-31;MUV2 GR Equity;37832.0;4.917544;3.53;7.925016658616646;90.73074889996096;204715.2015285018;0.7490000000000001;864000.0;12260672.0;1072995.7352482828;1635.4830650531726;1.0038997112390828;800852.1957766403;3.8670789979890157;94073.58507914492;2.9006138277182982;3.0;100999.99999999997;43.4211;8.0;0;0;0;0
2008-12-31;2008-12-31;MUV2 GR Equity;44209.0;-12.646989999999999;-38.49;7.6364762907726185;93.43288621352401;237735.17227650873;0.44799999999999995;885000.0;6446884.0;924357.1029419708;1366.2551724921768;1.909040491375739;1457993.8325912782;2.3924530132494577;281129.3547758484;2.9363379682578303;0.0;66307.69199999998;46.9298;9.0;0;0;0;0
2009-12-31;2009-12-31;MUV2 GR Equity;47249.0;3.486533;23.45;7.23939070268904;90.70911686850435;319136.9606275371;0.369;910000.0;11215153.0;925295.7910729902;1697.8039211857267;0.9387250611606558;1522815.37279816;1.941454145812406;625196.7203206266;2.1042013622618736;1.0;68977.168;54.386;10.0;0;0;0;0
2010-12-31;2010-12-31;MUV2 GR Equity;46915.0;9.936389;12.78;5.0;92.93682909272712;177659.20247547183;0.20499999999999996;1092000.0;11199530.0;1312278.4325181595;2918.2240250176637;-3.1419672355883295;1286784.5114353597;0.219973396726717;-366678.7538173776;1.6829652000322206;0.0;85777.77799999999;53.0702;11.0;0;0;0;0
2011-12-31;2011-12-31;MUV2 GR Equity;47206.0;-11.7098;-30.0;7.0;91.29911622678647;290684.058545799;0.20199999999999996;1140000.0;9467497.0;930162.737000132;1996.062768373546;1.5457315048445128;1780865.7690386134;1.8772784770320907;453156.3148454255;2.3014545040177987;0.0;77253.424;54.8246;12.0;0;0;0;0
2012-12-31;2012-12-31;MUV2 GR Equity;45437.0;51.60615;13.41;6.0;95.413;713478.9872119848;0.21499999999999997;1200000.0;12940950.0;1912584.6655131928;52.66899999999987;0.2125891446659609;1760083.964891065;-5.694212328787841;396244.20353749336;4.930116682057838;0.0;111200.0;58.7719;13.0;0;0;0;0
2013-12-31;2013-12-31;MUV2 GR Equity;44665.0;23.2527;29.6;9.0;92.434;285354.3982172201;0.426;1200000.0;11406647.0;890419.585772941;67.79999999999995;-0.25894353496038924;1126283.4278384247;4.621643583907639;61549.38126425794;3.0972216631882112;2.0;116026.98700000002;59.2105;14.0;0;0;0;0
2014-12-31;2014-12-31;MUV2 GR Equity;43316.0;8.229306;11.39;6.0;90.191;614574.8099189585;0.363;1230000.0;10992248.0;795640.6352806616;67.27800000000002;-2.875322975585825;1276124.2586893504;0.20995276739684932;328907.38787050353;4.2687994594430165;3.0;93857.14299999998;61.8421;15.0;0;0;0;0
2015-12-31;2015-12-31;MUV2 GR Equity;43554.0;16.099239999999998;-0.73;6.0;84.75299999999999;33564.0;0.39799999999999996;1230000.0;11236506.0;1482588.502539564;43.902000000000044;-1.8788196984803816;2049807.1995248524;-4.438345406431523;939895.2365629607;5.214574879100072;1.0;128200.00000000003;61.4035;16.0;0;0;0;0
2016-12-31;2016-12-31;MUV2 GR Equity;43428.0;2.176327;9.54;6.0;34.294000000000004;35783.0;0.34299999999999997;1260000.0;12691559.0;1417943.1431933474;20.684000000000196;3.2427287446714588;1609863.755819284;-0.47062662998205884;194763.8375034362;2.003328573627313;0.0;121916.66699999996;53.9474;17.0;0;0;0;0
2017-12-31;2017-12-31;MUV2 GR Equity;42410.0;5.482566;19.42;6.0;92.029;139918.0;0.46799999999999997;1465000.0;11836875.0;1174005.594785608;59.86200000000008;0.04369414784992476;1975413.9398150607;1.0492899455905547;279422.15344544855;3.605972214323628;4.0;121428.57099999997;53.9474;18.0;1;1;0;0
2018-12-31;2018-12-31;MUV2 GR Equity;41410.0;10.19735;-6.24;9.0;92.029;39200.99999999997;0.584;2225000.0;15085000.0;1135838.5564862986;59.86200000000008;2.3299688709855184;2206966.1239674636;2.5256353843534924;285342.54732484714;3.751968564773289;1.0;124500.0;60.9649;19.0;1;1;0;0
2019-12-31;2019-12-31;MUV2 GR Equity;39662.0;44.00978;28.88;6.0;92.029;40962.99999999997;0.41600000000000004;2225000.0;16093582.0;1050146.1393144054;59.86200000000008;1.4269558919220797;701170.7539381989;1.5478677298847408;471772.82347250625;2.5949558945034497;2.0;108803.5;60.9649;1.0;1;1;0;0
2005-12-31;2005-12-31;ALV GR Equity;;33.5291;-30.3;7.25174469446158;91.68722663833242;272938.94766273035;1.2665667441889048;1414086.893587616;36824583.90678753;1045909.9056588984;1952.6941571407776;1.8492165020564046;1526730.2776096875;0.538857889280952;498110.7629612284;2.175212909782662;1.010919621728541;77552.52868826856;54.22479767180075;4.745453756126011;0;0;0;0
2006-12-31;2006-12-31;ALV GR Equity;172065.0;23.0329;13.62;5.0;92.40720635618817;406650.9285159076;1.6074171502571317;1328201.4274926237;107679372.79959577;910003.6832383154;1713.9366246177578;1.1160433410157045;1570081.134496784;1.6578401069538682;349123.0366050055;2.4255168735223545;1.2558048182819164;-300346.736651433;35.52629999999999;4.379674455009918;0;0;0;0
2007-12-31;2007-12-31;ALV GR Equity;181207.0;-2.343159;3.53;6.0;90.77351558967015;375422.3916439562;0.617;1050000.0;22555000.0;1061133.6727840498;1630.170901347564;0.8112201726540068;3724000.0;1.115138925346499;695919.284165134;2.2584570343251715;1.0;122946.53799999997;41.2281;1.25;0;0;0;0
2008-12-31;2008-12-31;ALV GR Equity;182865.0;-47.00097;-38.49;5.0;90.28481952275442;365849.7238287139;1.176;1200000.0;15485000.0;1364386.515387117;1965.349526862415;2.8310805480535377;2932000.0;1.6584309840613385;564334.5314322724;2.7381563620198026;1.0;90000.0;46.4912;2.25;0;0;0;0
2009-12-31;2009-12-31;ALV GR Equity;136963.0;22.03417;23.45;6.0;94.80182972615131;201613.6234358017;1.607;1200000.0;19978000.0;906780.9208469673;1273.1993395854347;2.455719865400395;3666000.0;3.299167921133137;51683.242212916026;3.1876940487932535;4.0;121663.636;51.3158;0.3330000000000002;0;0;0;0
2010-12-31;2010-12-31;ALV GR Equity;151338.0;7.341684;12.78;5.0;92.1000641299545;281586.99668310257;1.544;1200000.0;15976000.0;1280536.0511511378;2501.5316892613196;0.881438378337694;3666000.0;-1.7544601768156922;306107.6317706535;1.4492817222002343;2.0;121916.66699999996;53.5088;1.3330000000000002;0;0;0;0
2011-12-31;2011-12-31;ALV GR Equity;141938.0;-13.195170000000001;-30.0;5.0;92.58328405009406;514447.8197407285;1.3090000000000002;1200000.0;14141000.0;889506.9674492871;1971.2857307779736;-0.19833691357282324;3666000.0;0.09051885067242915;417758.0310838981;3.785472488517012;5.0;173472.72699999998;57.4561;2.333;0;0;0;0
2012-12-31;2012-12-31;ALV GR Equity;144094.0;49.766999999999996;13.41;5.0;90.13990892707182;598049.5884767352;1.5859999999999999;1280000.0;19041000.0;1630983.7682922743;2484.1679566639496;1.1274501671622972;3666000.0;-4.677441699236785;998745.9097736238;4.444107802366688;6.0;122758.82400000002;57.0175;3.333;0;0;0;0
2013-12-31;2013-12-31;ALV GR Equity;142743.0;29.16157;29.6;5.0;91.15541342135224;408094.38539081987;1.735;1280000.0;19391000.0;949364.7457251288;1865.0240397342054;0.6089483870114758;430000.0;-0.05764471196692067;746454.1316903416;2.6215156233105437;2.0;168141.667;57.0175;1.0;0;0;0;0
2014-12-31;2014-12-31;ALV GR Equity;147425.0;9.981733;11.39;5.0;92.07512057692708;412347.09251737385;1.043;1280000.0;19387000.0;1193344.2099014262;3055.318077897198;-0.9995654345693836;430000.0;4.13244623004481;-179616.51040685503;3.4228001946910886;1.0;156561.538;59.6491;2.0;1;1;0;0
2015-12-31;2015-12-31;ALV GR Equity;142459.0;24.57183;-0.73;5.0;92.07657740581547;27000.0;0.889;1441000.0;16003000.0;871414.0071942421;2016.4841455637984;0.7827468363307571;430000.0;1.4146282234335792;421876.1596353548;2.1878446861577867;7.0;155415.385;58.3333;3.0;1;1;0;0
2016-12-31;2016-12-31;ALV GR Equity;140253.0;1.007298;9.54;7.0;93.94118862435778;30000.00000000003;0.8370000000000001;1125000.0;14252000.0;987070.1903746064;1868.6849445523167;1.4252396754908587;430000.0;1.1812378773731274;503932.30821039074;2.7892504020774616;3.0;144621.429;57.0175;4.0;1;1;0;0
2017-12-31;2017-12-31;ALV GR Equity;140553.0;27.31922;19.42;5.0;89.65577436872849;32000.00000000003;0.7829999999999999;1125000.0;14250000.0;1165695.2084488599;1145.259116149613;4.8176232186757755;430000.0;0.8078140096697144;376305.66295297677;0.0;3.0;136187.5;57.0175;5.0;1;1;0;0
2018-12-31;2018-12-31;ALV GR Equity;142460.0;-4.734756;-6.24;5.0;91.19546584152724;17000.00000000003;0.8370000000000001;1313000.0;15754000.0;900218.4170571992;1278.6270270478121;1.6280766260416577;430000.0;2.9351587476375385;331023.5951201342;0.0;3.0;191714.28600000002;59.2105;1.0;1;1;0;0
2019-12-31;2019-12-31;ALV GR Equity;147268.0;30.331459999999996;28.88;5.0;93.03215312719762;20000.0;0.973;1706000.0;19220000.0;1463954.3724484188;2075.1216130578055;4.267637473870479;430000.0;4.324504997245197;-314357.4019674873;0.0;1.0;223750.0;60.5263;2.0;1;1;1;0
