Dates;date;Entreprises;NUMBER_EMPLOYEES_CSR;yearly_return;SP 500;AUDIT_COMMITTEE_MEETINGS;SAY_PAY_SUPPORT_LEVEL;TOT_OTHER_COMP_AW_TO_CEO_&_EQUIV;TOTAL_EXEC_PAY_AS_PCT_OPEX;TOT_SALARIES_PAID_TO_CEO_&_EQUIV;TOT_SALARIES_&_BNS_PD_TO_EXECS;TOT_N_EQTY_INCENT_GIVEN_TO_EXECS;SAY_PAY_NUMBER_OF_VOTES_FOR;TOT_EXEC_PAY_AS_PCT_SG&A_NET_R&D;TOT_OPTION_AWARDS_GIVEN_TO_EXECS;TOT_EXEC_PAY_AS_PCT_TOT_PSNL_EXP;TOT_N_EQT_INCENT_GVN_TO_CEO_&_EQ;PCT_BOD_COMP_PD_IN_STK_AWD;NUM_EXECUTIVE_CHANGES;AVERAGE_BOD_TOTAL_COMPENSATION;ESG_DISCLOSURE_SCORE;CFO_TENURE_AS_OF_FY_END;CHG_OF_CTRL_BFIT_GOLD_CHUTE_AGR;CLAWBACK_PROVISION_FOR_EXEC_COMP;GENDER_PAY_GAP_BREAKOUT;BLANK_CHECK_PREFERRED_AUTHORIZED
2008-12-31;2008-12-31;FP FP Equity;96959.0;-28.287409999999998;-38.49;7.0;91.3597359199081;287696.28181692446;0.0027000000000000357;1250000.0;2746334.9999999963;1003596.0573449264;2062.8252888721186;0.0027000000000000357;1246913.5556756821;0.06029999999999991;370082.8304433677;2.096645135701039;0.0;74129.6667;48.5477;4.914508256391873;0;0;0;0
2009-12-31;2009-12-31;FP FP Equity;96387.0;22.10502;23.45;6.0;92.20655046386008;335873.3615120766;0.0042999999999999705;1310000.0;2862875.0;930097.387415859;2102.3887903558607;0.0043999999999999595;2135774.924798018;0.0686;462175.22734978923;2.710763462725784;0.0;90874.61540000001;53.9419;4.420673666697419;0;0;0;0
2010-12-31;2010-12-31;FP FP Equity;92855.0;-6.656702;12.78;6.0;91.07393416594977;415701.1046371086;0.0049000000000000155;1426452.0;3534849.9999999963;1014979.7798594311;1772.939140598227;0.0049000000000000155;795291.855900735;0.09549999999999992;505280.2184238364;3.264123039656337;1.0;75942.84619999997;56.8465;4.712380694966209;0;0;0;0
2011-12-31;2011-12-31;FP FP Equity;96104.0;5.942419;-30.0;6.0;91.25860501416533;169254.6014171201;0.0029000000000000137;1500000.0;3081670.0000000037;880184.4928686674;1807.3080332589109;0.0029000000000000137;1032336.5261484386;0.06320000000000003;335893.8198239623;2.6854954282794297;0.0;108263.6875;56.0166;4.630419083010895;0;0;0;0
2012-12-31;2012-12-31;FP FP Equity;97126.0;4.713986;13.41;8.0;99.369;236513.33018503245;0.0023999999999999577;1500000.0;3030000.0;1211790.2292259934;1423.37;0.0024999999999998357;35509.34968035668;0.05520000000000003;45160.59375715663;3.1277692901863503;0.0;111135.81250000003;55.6017;5.2273289619548615;0;0;0;0
2013-12-31;2013-12-31;FP FP Equity;98799.0;21.08413;29.6;7.0;99.369;332546.6256537051;0.0023999999999999577;1500000.0;0.0;1056571.7966230311;1423.37;0.0024999999999998357;1816736.3446492436;0.05520000000000003;52444.94934041868;2.1850156154921216;0.0;9796.1875;60.166000000000004;4.720716399927385;1;0;0;0
2014-12-31;2014-12-31;FP FP Equity;100307.0;0.6073886;11.39;7.0;99.369;236318.49658581667;0.0029000000000000137;1441644.0;3428844.0;883470.4265248128;1423.37;0.0029000000000000137;1285965.6347089668;0.05999999999999994;410270.8490669071;2.350159394381245;2.0;87107.1429;60.166000000000004;4.594761389090475;1;0;0;0
2015-12-31;2015-12-31;FP FP Equity;96019.0;2.751259;-0.73;7.0;99.369;36390.0;0.0012999999999999678;1200000.0;1495469.0;929298.186759514;1423.37;0.0012999999999999678;2337316.8629501644;0.02300000000000002;573441.3619500779;4.195750285607346;0.0;94381.73330000002;60.9959;3.8140791250310793;1;0;0;0
2016-12-31;2016-12-31;FP FP Equity;102168.0;24.92896;9.54;7.0;99.369;58944.99999999997;0.0031999999999999806;1400000.0;3214400.0000000037;1188384.9842589952;1423.37;0.0031999999999998696;1064968.864186952;0.0474;250426.48884577;2.9171610224405793;0.0;95305.13329999999;60.9959;5.332089387064716;1;0;0;0
2017-12-31;2017-12-31;FP FP Equity;98277.0;-0.3023344;19.42;7.0;81.955;67976.0;0.0036000000000000476;1400000.0;3739400.0000000037;1122138.3425162355;1491.3;0.0036000000000000476;1327716.1576682143;0.06349999999999989;826496.3452446373;0.0;0.0;82497.1429;66.805;4.306063488960303;1;0;1;0
2018-12-31;2018-12-31;FP FP Equity;104460.0;5.440937;-6.24;7.0;92.95100000000001;69232.0;0.0030999999999999917;1400000.0;3800300.0;1715105.6546362515;1691.02;0.0031000000000001027;1861941.8833727962;0.05730000000000002;235720.43535068596;0.0;0.0;109348.8333;63.4855;5.605324340854203;1;0;1;0
2019-12-31;2019-12-31;FP FP Equity;107776.0;10.80843;28.88;7.0;91.78299999999999;67625.00000000003;0.0024999999999999467;1400000.0;3125900.0;1189320.0960446065;1600.05;0.0024999999999998357;1496772.098899949;0.044399999999999995;445260.9070747151;0.0;0.0;114294.6429;65.5602;5.102534305132147;1;0;1;0
2005-12-31;2005-12-31;CRH ID Equity;;28.19906;-30.3;10.006274328962565;92.81912733207045;267126.8602419192;2.2718453609735336;1412119.5281989598;45072682.92838162;1282571.216772953;2526.7464371436954;0.465830065266915;1744797.399439061;-1.9595812410216231;322133.5593185671;1.9215676484208633;1.2176124488577547;911704.8292984692;55.48500942895715;5.587999199559001;0;0;0;0
2006-12-31;2006-12-31;CRH ID Equity;79560.0;28.80307;13.62;12.0;90.35145974379557;411719.7882903151;1.5925002274008935;1639260.5647163107;-56091488.9679862;1390393.4591036076;1734.7944871300424;3.0132002224836256;1093441.5863369377;2.8869227332724057;412585.18515793135;2.5344063256431477;1.171603772622278;930833.7818207308;40.9091;4.139993685444399;0;0;0;0
2007-12-31;2007-12-31;CRH ID Equity;92033.0;-22.90005;3.53;12.0;90.31018545185192;520682.98169539403;0.2072;2070000.0;5388999.999999996;1169831.4444856308;1704.742840425799;1.8842321180840305;1234968.2536906213;0.2508;892905.2204327391;3.335322432060382;1.0;121500.0;43.8017;4.1667;0;0;0;0
2008-12-31;2008-12-31;CRH ID Equity;93572.0;-22.85506;-38.49;13.0;93.70079697656125;299337.0694007773;0.13690000000000002;1841000.0;3712000.0;909523.5075980071;2142.9044261037056;-0.09810370379433553;1607955.646776714;0.16669999999999996;477808.10087329266;1.9737609041333635;3.0;138555.5556;45.0413;5.1667;0;0;0;0
2009-12-31;2009-12-31;CRH ID Equity;79822.0;23.173270000000002;23.45;14.0;90.67316605184168;624492.3501314726;0.2304;1150000.0;4348000.0;1449590.0486426805;2568.7753450695627;0.23039999999999994;1825222.501969634;0.24719999999999998;1095337.7037769083;4.675645977271363;3.0;122809.0;45.8678;5.1667;0;0;0;0
2010-12-31;2010-12-31;CRH ID Equity;76418.0;-15.2398;12.78;14.0;96.42;362601.9182022204;0.19730000000000003;1150000.0;4395000.0;1292081.634557114;419.154;0.19730000000000014;1670492.4413973966;0.22550000000000003;546154.4507121891;2.8140868028266244;2.0;130200.0;50.4132;0.6667000000000005;0;0;0;0
2011-12-31;2011-12-31;CRH ID Equity;76433.0;3.557089;-30.0;9.0;96.589;193785.4747142814;0.23150000000000004;1150000.0;4957000.000000004;1197929.3348085377;479.77199999999993;0.23150000000000004;330910.5432353725;0.2632;258020.6199349041;3.1359806074257692;0.0;123700.0;51.2397;1.6667;0;0;0;0
2012-12-31;2012-12-31;CRH ID Equity;76175.0;3.843771;13.41;9.0;97.749;22999.99999999997;0.2111;1150000.0;5051999.999999996;1005719.5561973779;497.461;0.21109999999999995;1398344.171550945;0.23609999999999998;753921.5647303682;2.4227524397323963;0.0;134777.7778;57.0248;2.6667;0;1;0;0
2013-12-31;2013-12-31;CRH ID Equity;73960.0;24.21486;29.6;8.0;98.11200000000001;22999.99999999997;0.2909;1180000.0;5477999.999999996;933656.5463583514;488.2449999999999;0.29089999999999994;1073732.750133493;0.3717;8798.905184499337;2.907245192539804;1.0;146777.7778;59.9174;3.6667;1;1;0;0
2014-12-31;2014-12-31;CRH ID Equity;76000.0;12.19191;11.39;10.0;94.389;39000.0;0.2554;1200000.0;7153000.0;681669.8598945052;529.4259999999999;0.25540000000000007;2048119.9866518192;0.3068000000000001;263275.2172469184;2.2742879303770334;1.0;139100.0;59.5041;4.6667;1;1;0;0
2015-12-31;2015-12-31;CRH ID Equity;89000.0;37.498090000000005;-0.73;9.0;91.348;22000.0;0.282;1290000.0;7563000.0;948012.4369915613;506.79099999999994;0.28200000000000003;266000.0;0.3308;515647.07434017817;2.329959713922463;0.0;122666.66669999997;64.4628;5.6667;1;1;0;0
2016-12-31;2016-12-31;CRH ID Equity;86778.0;26.49645;9.54;8.0;82.31;22000.0;0.3901;2093000.0;11342000.0;1547066.9991126196;422.8879999999999;0.3901;483000.0;0.46920000000000006;470476.4207820871;3.1920380486480124;3.0;131461.5385;64.4628;1.0;1;1;0;0
2017-12-31;2017-12-31;CRH ID Equity;85300.0;-7.226323;19.42;7.0;60.308;22000.0;0.2507;2154000.0;8451000.0;941616.9210219964;307.39300000000003;0.2506999999999999;483000.0;0.29399999999999993;500921.86529189633;0.0;1.0;139166.66670000003;64.4628;2.0;1;1;0;0
2018-12-31;2018-12-31;CRH ID Equity;89800.0;-20.971420000000002;-6.24;7.0;84.516;22000.0;0.2258;2224000.0;6888000.0;825743.3147978834;414.5269999999998;0.2506999999999999;483000.0;0.24680000000000002;415984.6816776811;0.0;0.0;139833.3333;64.4628;3.0;1;1;0;0
2019-12-31;2019-12-31;CRH ID Equity;80300.0;58.38861;28.88;6.0;90.72;22000.0;0.2389;9311000.0;12464000.0;1230257.376498817;487.17100000000005;0.2506999999999999;483000.0;0.25159999999999993;129918.50529638422;0.0;0.0;156076.9231;65.2893;4.0;1;1;0;0
2005-12-31;2005-12-31;ENI IM Equity;72258.0;35.32002;-30.3;6.710410834688405;91.86263864140544;409689.17545542447;1.1413030970443996;1347279.6247624794;128344531.39180517;714353.4553427997;1787.4363518725704;0.20953989220168467;1767250.4033169565;0.5482635855944551;573394.7512105812;2.5664030858953364;1.1035034637842842;-480511.1797090504;41.4938;4.129419495581248;0;0;0;0
2006-12-31;2006-12-31;ENI IM Equity;73572.0;14.826579999999998;13.62;7.104569106885933;95.0091377981988;480035.56622304884;3.758240041382692;1128627.2129548653;226750117.71792945;671432.8887836572;2150.435914697301;-2.7163629596293553;1762433.199968682;-0.7566036850779684;195533.87746257248;2.319945228754432;1.4050907457474373;-639726.9554619077;54.7718;4.7954386791824515;0;0;0;0
2007-12-31;2007-12-31;ENI IM Equity;75862.0;3.146572;3.53;18.0;92.35727196404052;2.9103830456733704e-11;0.012499999999999956;1016000.0;5826000.0;1063552.9429045634;1563.581620473697;0.012599999999999945;1283710.3375761663;0.22809999999999997;-166606.47033675027;3.9285226646726352;2.0;267600.0;60.5809;5.4543616947342315;0;0;0;0
2008-12-31;2008-12-31;ENI IM Equity;78880.0;-29.090590000000002;-38.49;22.0;91.87641301069898;2.9103830456733704e-11;0.019299999999999984;1363000.0;11416000.0;781287.0004960936;1952.727536235239;0.012599999999999945;1474804.9487629905;0.436;524443.091897974;2.3267550693962185;2.0;212333.3333;61.8257;4.520758165044535;0;0;0;0
2009-12-31;2009-12-31;ENI IM Equity;78417.0;13.710720000000002;23.45;26.0;91.2453861695392;2.9103830456733704e-11;0.017000000000000015;1017000.0;8384000.0;1731191.7861797228;2595.88829592644;0.017100000000000004;1611359.291592825;0.2942;1007968.8272596168;5.802571244370574;0.0;289333.3333;65.1452;3.5989021344416434;0;0;0;0
2010-12-31;2010-12-31;ENI IM Equity;73768.0;-2.1567990000000004;12.78;20.0;91.73411761410158;2.9103830456733704e-11;0.014700000000000046;1032000.0;8777000.0;1374471.069159123;2571.84176997748;0.014700000000000046;1798182.2460939602;0.25549999999999995;550740.3797837661;2.9047219203626162;2.0;317666.6667;67.2199;5.247149117732988;0;0;0;0
2011-12-31;2011-12-31;ENI IM Equity;78686.0;5.107811;-30.0;20.0;93.91799999999999;2.9103830456733704e-11;0.015100000000000002;1000000.0;9484000.0;918342.8804135949;2090.7;0.015200000000000102;1796038.0360424132;0.3153;511521.57571452745;2.9635726173170034;0.0;181422.2;65.9751;4.497469820264933;0;0;0;0
2012-12-31;2012-12-31;ENI IM Equity;77838.0;21.98384;13.41;20.0;96.62100000000001;2.9103830456733704e-11;0.010700000000000043;1000000.0;8988000.0;1159957.2298424304;2135.38;0.010700000000000043;1101775.629724827;0.2612;76461.7636382397;4.0996996564946215;0.0;196250.0;63.0705;5.735941556339816;0;0;0;0
2013-12-31;2013-12-31;ENI IM Equity;82289.0;1.265452;29.6;20.0;97.87200000000001;2.9103830456733704e-11;0.010000000000000009;1430000.0;8045000.0;951087.593854253;2097.52;0.010000000000000009;796289.389490548;0.2026;486089.5577780757;2.516420815553965;0.0;182857.1429;60.9959;4.597369768503524;0;0;1;0
2014-12-31;2014-12-31;ENI IM Equity;83599.0;-11.90858;11.39;20.0;94.74;500000.0;0.008099999999999996;1379000.0;4771000.0;1814863.5031716465;1979.95;0.008099999999999996;1017121.9870694715;0.27349999999999997;1055642.4177713254;4.319137561000922;2.0;83357.14289999998;62.2407;4.042501351956423;0;0;1;0
2015-12-31;2015-12-31;ENI IM Equity;28246.0;1.082509;-0.73;20.0;97.23200000000001;15000.00000000003;0.0034999999999999476;1350000.0;2420000.0;1094910.699577191;2073.86;0.0034999999999999476;571205.7285261201;0.0867;385765.11998235615;2.413410807827294;0.0;144875.0;65.9751;4.680177933553864;0;0;1;0
2016-12-31;2016-12-31;ENI IM Equity;33536.0;19.20386;9.54;20.0;96.935;15000.00000000003;0.006299999999999972;1350000.0;3104999.9999999963;872798.3354734449;2205.98;0.006400000000000072;1562601.0634883917;0.11529999999999996;658452.3251527469;2.212103643545133;0.0;151500.0;63.4855;4.433844088752911;0;1;1;0
2017-12-31;2017-12-31;ENI IM Equity;32934.0;-5.61714;19.42;20.0;80.553;15000.00000000003;0.007099999999999995;1537000.0;3940000.0;1031564.0087853039;1938.99;0.007100000000000106;935939.1985528381;0.1514000000000001;481095.0875667215;2.5546205136613014;1.0;209285.7143;63.4855;4.71728461150386;0;1;1;0
2018-12-31;2018-12-31;ENI IM Equity;31701.0;4.764545;-6.24;20.0;96.845;17000.00000000003;0.010499999999999954;1600000.0;5916000.0;987754.8479402623;2265.45;0.010499999999999843;1303523.4012062894;0.2158;79016.3243097472;2.676089043592686;0.0;221250.0;63.4855;4.827193540932477;0;1;1;0
2019-12-31;2019-12-31;ENI IM Equity;32053.0;6.726967;28.88;20.0;96.02;22999.99999999997;0.00990000000000002;1600000.0;5671000.0;916923.4414258729;1961.17;0.010499999999999843;1206528.628281658;0.2015;525099.9580601413;1.6376098945651418;1.0;207625.0;65.1452;4.275693054308154;0;1;1;0
2005-12-31;2005-12-31;KER FP Equity;;33.254059999999996;-30.3;8.04575587630906;91.67075974328428;272341.43380386685;1.4070018299702856;1423187.8094805707;31109359.02464013;1087511.8161444801;2150.996913493017;1.1003483701788765;1614893.346306978;0.3175271825604413;363392.76178868936;1.9200170588394934;0.997327575904356;279409.1494129294;54.33996944790832;5.0280874267885105;0;0;0;0
2006-12-31;2006-12-31;KER FP Equity;78453.0;22.38714;13.62;4.0;92.00099302032167;429036.0821595399;0.8520888008443952;1718310.4052455153;-7153918.249043353;1754273.9896196877;2957.7295884066293;3.183768904881559;1897298.8150395849;-2.2956972087558833;507790.0772714605;3.83146257214779;1.281338488132205;2066454.4715781142;42.1053;5.206581673322243;0;0;0;0
2007-12-31;2007-12-31;KER FP Equity;92454.0;-0.6497122;3.53;4.0;90.07274271778667;290167.20907171106;0.06000000000000005;999996.0;2633666.0000000037;898431.9700023932;1841.4322633711392;0.5109108726047349;1389928.1017681025;0.16000000000000003;485584.02712587704;1.5976493148773478;0.0;280124.4513165589;46.89;2.08;0;0;0;0
2008-12-31;2008-12-31;KER FP Equity;88025.0;-55.77143;-38.49;4.0;91.18531789832103;199748.80336213124;0.07999999999999996;999996.0;3297426.0000000037;1409484.0809252611;3005.81039790258;-0.6796470971450521;1552625.2196699777;0.20000000000000007;15613.435137164546;2.2221772986923303;0.0;1007926.5132661804;57.4163;3.08;0;0;0;0
2009-12-31;2009-12-31;KER FP Equity;73245.0;90.83918;23.45;4.0;92.71434746980789;241323.28812291456;0.050000000000000044;999996.0;1704593.0;932432.0256981866;1857.5129644184399;0.8410629892359571;1636226.3258842267;0.13;473721.3283356925;2.4427096642954824;0.0;-156549.826597191;56.4593;3.08;0;0;0;0
2010-12-31;2010-12-31;KER FP Equity;60066.0;46.402159999999995;12.78;6.0;89.54685933765079;302160.928576828;0.14;999996.0;3968706.0000000037;1331023.36429249;1547.2696585982787;2.2752654992637016;17088.075009836582;0.35;-11123.002935282188;2.632353678090656;0.0;323913.40717304044;59.8086;3.08;0;0;0;0
2011-12-31;2011-12-31;KER FP Equity;46905.0;-4.189342;-30.0;7.0;92.21038738259874;314367.60869565816;0.19;1099996.0;4422516.0;1202712.1340800175;2364.734088000392;0.3523401991865319;1733595.8456705736;0.53;465967.1803203658;2.442717932252088;0.0;461343.24222970835;58.3732;3.08;0;0;0;0
2012-12-31;2012-12-31;KER FP Equity;33439.0;30.84895;13.41;4.0;92.43149972543964;469114.15338587743;0.16000000000000003;1099996.0;5014329.000000004;1324351.2142542067;2390.627102050079;3.351341578927722;2777620.3511367827;0.45;166258.61482297815;4.447697177322276;0.0;-1609033.7186952021;61.7225;3.08;0;0;0;0
2013-12-31;2013-12-31;KER FP Equity;35786.0;13.5391;29.6;4.0;92.98272177563129;214164.43195329217;0.16000000000000003;1099996.0;4702360.999999996;1191850.9681493759;2692.285080330724;-2.3658394874725763;1567698.2947578616;0.48999999999999994;-196347.44198892324;2.101885194670596;0.0;68641.09000000003;61.7225;3.08;0;0;0;0
2014-12-31;2014-12-31;KER FP Equity;37441.0;6.361148;11.39;4.0;91.37882973125706;233687.1090208248;0.17000000000000004;1099996.0;4395514.0;837142.0079442848;1741.0067085186474;1.7283381091688432;1438540.2290608045;0.51;473358.96635449084;1.9518907704547912;1.0;60044.359999999986;60.7656;3.08;0;0;0;0
2015-12-31;2015-12-31;KER FP Equity;38801.0;1.3613629999999999;-0.73;4.0;93.94737753944452;266080.12956341705;0.12;1099996.0;4857751.0;881092.3494009528;862.6677514821408;2.8493970060604523;1251769.033274961;0.38;7383.253365681157;3.018872497356421;0.0;125604.64000000001;60.7656;3.08;0;0;0;0
2016-12-31;2016-12-31;KER FP Equity;40052.0;38.75589;9.54;5.0;91.16271947472747;17222.00000000003;0.09999999999999998;1099996.0;4152409.0;1297898.1827211217;2361.090897566949;0.11158304947221154;1014434.8375429205;0.30999999999999994;202694.8672994172;3.345229916733929;1.0;159535.18;59.3301;3.08;0;0;0;0
2017-12-31;2017-12-31;KER FP Equity;44055.0;87.48858;19.42;4.0;89.97775378872969;6476.0;0.13;1200000.0;4832846.0;974549.6501934803;2291.9710936568435;0.5821646450631945;1724331.4015543642;0.39;469269.00675777986;0.0;0.0;130600.35999999999;60.2871;3.08;0;0;0;0
2018-12-31;2018-12-31;KER FP Equity;34795.0;14.219489999999999;-6.24;4.0;89.651957685656;16421.0;0.63;1200000.0;33187654.0;1853223.774164384;2376.8818895912736;3.3723769503589973;1004704.7452188607;1.96;879759.9129423498;0.0;0.0;124208.91999999998;61.7225;3.08;0;0;0;0
2019-12-31;2019-12-31;KER FP Equity;38068.0;45.36907;28.88;5.0;89.2742164884152;5017637.0;0.52;1200000.0;23811175.0;1275451.7384514161;1796.4788682038277;1.4680180978547939;-138753.3151416434;1.62;116166.87640941446;0.0;0.0;60222.69;63.6364;3.08;0;0;0;0
2005-12-31;2005-12-31;BMW GR Equity;105798.0;13.493689999999999;-30.3;7.404568856596626;92.04512499165284;353922.08191031637;0.7641228901274544;1347592.488551116;42954632.737971865;992249.878954383;2210.3873559486287;0.8809475467616066;2277965.646037417;2.170302498380567;624400.1630337317;3.4405651744237042;0.9590122026405582;-429779.31639469945;42.1488;3.914994674044989;0;0;0;0
2006-12-31;2006-12-31;BMW GR Equity;106575.0;20.05506;13.62;8.762219591492391;90.39683589567429;248339.35475404054;0.4205637007577617;1600092.533228297;-11013244.798339956;1083799.7596825038;2277.3969592901235;0.19649911218044602;1703515.7579006485;0.5647189962353687;604080.3041060102;2.547729674089497;1.0044083885140604;706738.430175226;44.6281;4.591331326202248;0;0;0;0
2007-12-31;2007-12-31;BMW GR Equity;107539.0;-0.8889313;3.53;9.085386677057325;91.90788406114525;15222.00000000003;0.249;600000.0;14948100.0;1745955.2601442817;2664.3821235649207;0.384;1778764.5519813448;0.277;464751.03508203605;4.194471920428985;4.0;144126.316;45.0413;0.25;0;0;0;0
2008-12-31;2008-12-31;BMW GR Equity;100041.0;-47.93357;-38.49;8.047874205974356;91.3707398457015;16271.0;0.302;600000.0;10616345.0;906683.3091257971;1559.2547846357138;0.645;1421145.4503592465;0.22199999999999998;466280.09308755014;1.956733856430755;6.0;67042.696;50.8264;0.08300000000000018;0;0;0;0
2009-12-31;2009-12-31;BMW GR Equity;96230.0;48.95012;23.45;5.0;90.43172830354956;16215.0;0.28300000000000003;840000.0;10361875.0;1011003.5940329602;1599.206156947317;0.555;1096206.158206844;0.22799999999999998;514472.72605414636;2.3734267378702647;0.0;80471.52600000001;54.9587;1.0830000000000002;0;0;0;0
2010-12-31;2010-12-31;BMW GR Equity;95453.0;86.55014;12.78;7.0;91.76555396490033;17716.0;0.413;840000.0;18034938.0;1211024.0209812722;2477.094779082276;1.3330000000000002;1845485.0040506183;0.32599999999999996;841525.0635757997;3.4513456625900663;0.0;147977.905;60.3306;2.083;0;0;0;0
2011-12-31;2011-12-31;BMW GR Equity;100306.0;-10.188419999999999;-30.0;7.0;93.0307882280367;22455.0;0.5660000000000001;1020000.0;26386409.0;1068540.6592650977;2058.3315343754607;1.791;2166172.107746782;0.48999999999999994;365253.04155200906;3.1420360742979083;0.0;222750.89999999997;59.0909;3.083;1;0;0;0
2012-12-31;2012-12-31;BMW GR Equity;105876.0;46.058209999999995;13.41;6.0;90.33458083389476;112835.0;0.535;1500000.0;30462600.0;1051475.539429835;1029.1132227714372;1.122;1412705.218863156;0.473;407910.5994055665;2.5481939546246872;5.0;203454.545;64.876;4.083;1;0;0;0
2013-12-31;2013-12-31;BMW GR Equity;110351.0;20.92156;29.6;7.0;96.557;119232.0;0.53;1500000.0;29457600.0;954628.505932342;439.1899999999998;1.4269999999999998;1145441.962453516;0.449;264144.9523988672;2.829825205943374;3.0;207169.77300000002;64.876;5.083;0;0;0;0
2014-12-31;2014-12-31;BMW GR Equity;116324.0;8.507583;11.39;7.0;96.557;30152.0;0.502;1500000.0;30376336.0;1152250.3505428082;439.1899999999998;1.126;1572114.443158364;0.424;444336.6267340248;2.30643446041325;2.0;223693.33300000004;64.4628;6.082999999999999;0;0;0;0
2015-12-31;2015-12-31;BMW GR Equity;122244.0;11.77352;-0.73;7.0;96.557;33461.0;0.386;1833064.0;30245323.0;995332.9788051974;439.1899999999998;0.91;1035985.1196171662;0.31799999999999995;583007.1953769163;2.673532467777208;3.0;229682.22699999998;66.1157;7.082999999999999;0;0;0;0
2016-12-31;2016-12-31;BMW GR Equity;124729.0;-5.129132;9.54;7.0;96.557;18718.99999999997;0.38;1500000.0;32048410.0;859386.3555609733;439.1899999999998;0.8190000000000001;1145973.9352196134;0.31799999999999995;356312.610378251;2.7281139628393998;3.0;269686.0;66.1157;8.083;0;0;0;0
2017-12-31;2017-12-31;BMW GR Equity;129932.0;1.7555490000000002;19.42;7.0;78.685;21464.00000000003;0.43799999999999994;1500000.0;38929048.0;1210251.7704634704;374.8209999999999;1.063;1979070.8347765864;0.37799999999999995;200597.8820000491;2.3557983725981995;4.0;267540.19;66.1157;1.0;0;0;1;0
2018-12-31;2018-12-31;BMW GR Equity;134682.0;-14.92115;-6.24;8.0;78.685;22392.0;0.287;1800000.0;18152551.0;904658.6324498848;374.8209999999999;0.9520000000000001;1516191.5243107334;0.22699999999999998;57671.26150282379;3.304772950567303;3.0;268026.905;63.6364;2.0;0;0;1;0
2019-12-31;2019-12-31;BMW GR Equity;133778.0;8.943075;28.88;7.0;78.685;138544.0;0.21699999999999997;2392473.0;16356420.0;1168834.1693143826;374.8209999999999;0.516;1093926.5682845933;0.19299999999999995;249908.45894612087;2.6398900364426843;7.0;245204.0;63.6364;3.0;0;0;1;0
2005-12-31;2005-12-31;VOW3 GR Equity;344902.0;38.837920000000004;-30.3;5.0;91.01219314267966;267395.6463350909;-0.9458694190377952;1449194.8703031817;144215658.2308567;978553.9666025729;1821.8122375416524;4.281609502280029;1013692.0287057951;-1.5963256142578337;480444.5457249774;2.4950671563013636;1.5494913819497436;595751.6537329301;55.75048783387111;4.852424153721253;0;0;0;0
2006-12-31;2006-12-31;VOW3 GR Equity;324875.0;79.44126;13.62;4.0;91.60641866942866;236011.29015542526;1.5311986940414555;1525888.4714949508;23022670.21385593;1184062.1980427334;2634.3305881552405;0.6349917458128707;1974842.7097264437;-1.1907662053798935;384017.98081747297;1.9994422253334825;0.9436435745855756;1010745.0603509049;55.37450641282945;5.286054186915654;0;0;0;0
2007-12-31;2007-12-31;VOW3 GR Equity;329305.0;79.34228;3.53;4.0;90.12074881088539;504982.67493671656;0.14400000000000002;1225996.0;13011810.0;1358522.5893997466;1996.8940204751523;0.23199999999999998;617650.0;0.1279999999999999;985878.6233928609;3.674888028021428;4.0;173780.88;57.69470587324022;4.333;0;0;0;0
2008-12-31;2008-12-31;VOW3 GR Equity;369928.0;-61.17559;-38.49;4.0;95.25587969010455;262857.16215079214;0.26899999999999996;1636572.0;14915433.0;1452105.0747862575;3230.7687632899315;0.385;20959950.0;0.33399999999999996;445375.0321891646;6.920027460308207;0.0;207958.77300000002;46.6942;5.332999999999999;0;0;0;0
2009-12-31;2009-12-31;VOW3 GR Equity;370000.0;79.75654;23.45;4.0;92.24307744070197;360153.2611214854;0.134;1700317.0;15733886.0;997886.9495996088;2429.2794813163173;0.20699999999999996;0.0;0.1369999999999999;351118.5339908112;3.0998636230415335;0.0;163919.957;47.5207;6.332999999999999;0;0;0;0
2010-12-31;2010-12-31;VOW3 GR Equity;399381.0;89.96401999999999;12.78;5.0;90.76675548639778;313841.8588961731;0.175;1730210.0;22699784.0;865157.0508502984;1466.5004487011172;0.235;0.0;0.22399999999999998;504137.9897179066;1.4956688995599534;4.0;222835.83300000004;55.7851;7.332999999999999;0;0;0;0
2011-12-31;2011-12-31;VOW3 GR Equity;501956.0;-2.9606619999999997;-30.0;4.0;91.23768967993728;289002.4225466169;0.406;1886206.0;46578335.0;925578.1372905979;1939.772246214437;0.609;0.0;0.3670000000000001;283676.0805937084;2.160128911567722;0.0;335279.545;54.9587;8.333;0;0;0;0
2012-12-31;2012-12-31;VOW3 GR Equity;549763.0;52.35779;13.41;4.0;90.93607864010104;267933.4301046826;0.23299999999999998;1916276.0;39733010.0;846805.0303252335;1602.9689519381855;0.33499999999999996;0.0;0.246;586945.4044820037;1.8702531069831207;4.0;398977.909;57.0248;9.333;0;0;0;0
2013-12-31;2013-12-31;VOW3 GR Equity;572800.0;21.43079;29.6;5.0;91.2492614039207;226733.52236974944;0.28800000000000003;1907862.0;45427628.0;908228.1552912378;2197.9157428256476;0.47700000000000004;0.0;0.268;542980.0734406783;1.9685871167961204;0.0;414236.25;64.0496;10.333;0;0;0;0
