,AUDIT_COMMITTEE_MEETINGS,SAY_PAY_SUPPORT_LEVEL,TOT_OTHER_COMP_AW_TO_CEO_&_EQUIV,TOTAL_EXEC_PAY_AS_PCT_OPEX,TOT_SALARIES_PAID_TO_CEO_&_EQUIV,TOT_SALARIES_&_BNS_PD_TO_EXECS,TOT_N_EQTY_INCENT_GIVEN_TO_EXECS,SAY_PAY_NUMBER_OF_VOTES_FOR,TOT_EXEC_PAY_AS_PCT_SG&A_NET_R&D,TOT_OPTION_AWARDS_GIVEN_TO_EXECS,TOT_EXEC_PAY_AS_PCT_TOT_PSNL_EXP,TOT_N_EQT_INCENT_GVN_TO_CEO_&_EQ,PCT_BOD_COMP_PD_IN_STK_AWD,NUM_EXECUTIVE_CHANGES,AVERAGE_BOD_TOTAL_COMPENSATION,ESG_DISCLOSURE_SCORE,CFO_TENURE_AS_OF_FY_END,CHG_OF_CTRL_BFIT_GOLD_CHUTE_AGR,CLAWBACK_PROVISION_FOR_EXEC_COMP,GENDER_PAY_GAP_BREAKOUT,BLANK_CHECK_PREFERRED_AUTHORIZED,Dates,Entreprises
76,12.0,80.80167079887443,506898.1450881035,0.16793938789563356,1394216.7389064203,8541497.166346198,1448796.6142920007,1046.8004042610178,0.422571335759903,267981.9719776987,0.3282281386284221,949655.1215811793,1.0854721795701239,0.5660612880897543,72941.21694963862,40.9091,5.3299154782662,0.7510495158443816,0.1945997430519447,0.25604390396948834,1.0000000402720717,2006-12-31,14
77,12.0,97.07429462153539,121400.18285283241,0.2072,2070000.0,5389000.0,2413371.284031792,6231.159057669773,1.6092895628497697,56100.45821484278,0.2508,1880408.424918441,3.467302230995671,1.0,121500.0,43.8017,4.1667,0.09787831221727561,0.0,0.0,0.0,2007-12-31,14
78,13.0,92.48403472277383,441003.69331097364,0.1369,1841000.0,3712000.0,407758.4147893021,2102.387934409899,0.12972747991159683,148245.44760100494,0.1667,329469.7010357386,0.0,3.0,138555.5556,45.0413,5.1667,0.12402765749177519,0.0,0.0,1.1302255643055246e-10,2008-12-31,14
79,14.0,95.4981199349024,996333.2966209586,0.2304,1150000.0,4348000.0,754179.0188157427,457.626219062684,0.2304,1087000.5433915372,0.2472,684810.5044148432,0.9499897433030992,3.0,122809.0,45.8678,5.1667,0.13904193561764835,0.0,0.0,2.3821127353556567e-09,2009-12-31,14
80,14.0,96.42,875745.3482656151,0.1973,1150000.0,4395000.0,456373.3667185712,419.154,0.1973,1283371.5940284827,0.2255,412630.1580851467,1.8104897397773292,2.0,130200.0,50.4132,0.6667,0.0,0.0,0.0,2.356416148346328e-09,2010-12-31,14
81,9.0,96.589,29286.25004649756,0.2315,1150000.0,4957000.0,313028.2535224505,479.772,0.2315,32659.014917289627,0.2632,252927.52120657632,0.0,0.0,123700.0,51.2397,1.6667,0.0,0.0,0.0,2.7027292652923603e-10,2011-12-31,14
82,9.0,97.749,23000.0,0.2111,1150000.0,5052000.0,229339.93065336492,497.461,0.2111,151461.74223775958,0.2361,185307.17122530748,0.0,0.0,134777.7778,57.0248,2.6667,0.0,1.0,0.0,3.145955727972165e-08,2012-12-31,14
83,8.0,98.112,23000.0,0.2909,1180000.0,5478000.0,1252267.0253180864,488.245,0.2909,18342.820654038944,0.3717,843828.3519437948,0.0,1.0,146777.7778,59.9174,3.6667,1.0,1.0,0.0,2.3576709871947144e-08,2013-12-31,14
84,10.0,94.389,39000.0,0.2554,1200000.0,7153000.0,489502.4144885987,529.426,0.2554,270489.6222465565,0.3068,188735.3499271584,0.5639422456225798,1.0,139100.0,59.5041,4.6667,1.0,1.0,0.0,6.818046858688395e-09,2014-12-31,14
85,9.0,91.348,22000.0,0.282,1290000.0,7563000.0,1080724.3039051474,506.791,0.282,266000.0,0.3308,312428.30107456044,0.0,0.0,122666.6667,64.4628,5.6667,1.0,1.0,0.0,7.210428940967724e-09,2015-12-31,14
86,8.0,82.31,22000.0,0.3901,2093000.0,11342000.0,3365214.3303429987,422.888,0.3901,483000.0,0.4692,2630428.572589191,2.1858279127382425,3.0,131461.5385,64.4628,1.0,1.0,1.0,0.0,0.0,2016-12-31,14
87,7.0,60.308,22000.0,0.2507,2154000.0,8451000.0,1161761.154983052,307.393,0.2507,483000.0,0.294,569092.5518801247,0.0,1.0,139166.6667,64.4628,2.0,1.0,1.0,0.0,0.0,2017-12-31,14
88,7.0,84.516,22000.0,0.2258,2224000.0,6888000.0,1678917.5478471115,414.527,0.2507,483000.0,0.2468,1096372.777880629,0.0,0.0,139833.3333,64.4628,3.0,1.0,1.0,0.0,0.0,2018-12-31,14
89,6.0,90.72,22000.0,0.2389,9311000.0,12464000.0,2094167.8280437512,487.171,0.2507,483000.0,0.2516,1473482.8975828602,0.0,0.0,156076.9231,65.2893,4.0,1.0,1.0,0.0,0.0,2019-12-31,14
90,6.6,80.69019386877696,40852.42133147104,0.61468,745050.8,3024996.2,2114374.511311704,282.9303375680921,2.7010884594933224,1092839.2147142298,0.835097972736635,1385927.1645172213,0.1671074565475708,0.4,68869.501,41.4938,7.651092765744837,0.665833703606459,0.09066433008187902,0.5255853554773797,1.0000000798368918,2005-12-31,24
91,5.821809958137663,98.5634722834919,7862.376041711865,0.13018343089751197,1332226.0700527963,9551770.522973338,305681.01815229806,999.5507515460652,0.30643056584595224,86396.40466573999,0.09202455691079042,118840.83779577528,0.0,0.0,89207.57538962476,54.7718,6.377698917569898,0.0,0.44654306152384377,0.0,0.05034122521692383,2006-12-31,24
92,18.0,93.60487225828837,0.0,0.0125,1016000.0,5826000.0,1238189.9345776048,1106.6795236803314,0.0126,322258.53310670325,0.2281,839607.9736089522,0.0,2.0,267600.0,60.5809,4.578999785247886,0.0,0.0,0.0,5.966742424840719e-09,2007-12-31,24
93,22.0,89.26986487466264,0.0,0.0193,1363000.0,11416000.0,3651233.99919214,74.70717471986973,0.0126,1678591.4961369878,0.436,2751954.2894049133,0.2302579908696403,2.0,212333.3333,61.8257,9.551918923919924,0.0,0.0,0.0,0.0,2008-12-31,24
94,26.0,85.54958536923499,0.0,0.017,1017000.0,8384000.0,1448154.008362926,1083.608018402153,0.0171,75070.08904812632,0.2942,548910.0446129838,0.0,0.0,289333.3333,65.1452,4.342681831765916,0.0,0.0,0.0,4.949955674136326e-09,2009-12-31,24
95,20.0,86.5918945118339,0.0,0.0147,1032000.0,8777000.0,2540378.9589105193,1129.750595237454,0.0147,113351.45461273068,0.2555,1235971.2300445735,0.0,2.0,317666.6667,67.2199,3.361675067467855,0.0,0.0,0.0,1.1034740027611578e-09,2010-12-31,24
96,20.0,93.918,0.0,0.0151,1000000.0,9484000.0,5237804.26423141,2090.7,0.0152,946690.8053154467,0.3153,2677636.0981479464,3.5318100168260735,0.0,181422.2,65.9751,5.226187693088556,0.0,0.0,0.0,9.789841340268584e-09,2011-12-31,24
97,20.0,96.621,0.0,0.0107,1000000.0,8988000.0,3612040.310430036,2135.38,0.0107,1248375.4685998554,0.2612,1813657.702289243,0.0,0.0,196250.0,63.0705,2.849805817697548,0.0,0.0,0.0,1.003324885294749e-09,2012-12-31,24
98,20.0,97.872,0.0,0.01,1430000.0,8045000.0,1266448.2206854597,2097.52,0.01,136527.6165359442,0.2026,432880.356893233,0.0,0.0,182857.1429,60.9959,6.473106647484573,0.0,0.0,1.0,3.4191538766998956e-09,2013-12-31,24
99,20.0,94.74,500000.0,0.0081,1379000.0,4771000.0,2119130.34389075,1979.95,0.0081,226166.26330565673,0.2735,1712262.00498699,8.662279588134641,2.0,83357.1429,62.2407,4.646896326380035,0.0,0.0,1.0,4.057391677695312e-09,2014-12-31,24
100,20.0,97.232,15000.0,0.0035,1350000.0,2420000.0,1267072.0339969613,2073.86,0.0035,87437.64575252336,0.0867,1023797.0059978673,2.813509726324368,0.0,144875.0,65.9751,3.7392033111765457,0.0,0.0,1.0,2.039030895849085e-08,2015-12-31,24
101,20.0,96.935,15000.0,0.0063,1350000.0,3105000.0,497429.0640782991,2205.98,0.0064,3747.0680078174187,0.1153,401923.7839960922,1.7070769603277398,0.0,151500.0,63.4855,3.169790842107436,0.0,1.0,1.0,1.556355087353473e-08,2016-12-31,24
102,20.0,80.553,15000.0,0.0071,1537000.0,3940000.0,922237.1377876548,1938.99,0.0071,649082.613436533,0.1514,745169.6471499172,1.895043445092713,1.0,209285.7143,63.4855,1.3709949594629425,0.0,1.0,1.0,5.762471859007151e-09,2017-12-31,24
103,20.0,96.845,17000.0,0.0105,1600000.0,5916000.0,1589614.8965773662,2265.45,0.0105,28612.817216187937,0.2158,1158165.9962450499,0.0,0.0,221250.0,63.4855,3.264166163072381,0.0,1.0,1.0,6.138845279437128e-09,2018-12-31,24
104,20.0,96.02,23000.0,0.0099,1600000.0,5671000.0,1750864.7515710439,1961.17,0.0105,18387.70765717352,0.2015,1300331.185350675,2.0402585472640937,1.0,207625.0,65.1452,3.862480192395954,0.0,1.0,1.0,7.690782082009393e-09,2019-12-31,24
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-12-31,29
106,4.0,74.34271836568315,285321.5910258397,0.16199941811184926,1463998.3037139305,13638679.032394253,2174655.2608066867,103.33101210856225,0.20599907530439276,617651.3495330757,0.29899876322511676,1425439.9035214032,0.0,1.9999846194754103,131387.2809397314,42.1053,4.333000055617974,0.9999960625155039,4.997616401673626e-07,0.4422196107428632,1.0,2006-12-31,29
107,4.0,95.74304455278514,233036.94220981537,0.06,999996.0,2633666.0,820313.4414939065,3730.721177910843,0.2852421907802548,17819.984118720673,0.16,662815.0751082572,2.6598231426589534,0.0,97150.75814355937,46.89,2.08,0.9999993906986068,0.0,0.0,1.1815963886589775e-10,2007-12-31,29
108,4.0,89.83240336179877,32581.473843851858,0.08,999996.0,3297426.0,0.0,952.9669202554854,0.015823941691463728,279325.89606761996,0.2,0.0,2.70249279830535,0.0,61254.5846817953,57.4163,3.08,0.9999997500000625,0.0,0.0,1.1056553262070915e-09,2008-12-31,29
109,4.0,96.48380509613561,8823.6121600055,0.05,999996.0,1704593.0,0.0,1369.39431484092,0.009704284811318378,0.0,0.13,0.0,0.0,0.0,88370.79103994386,56.4593,3.08,0.9999997500000625,0.0,0.0,2.0185640325840433e-10,2009-12-31,29
110,6.0,91.79424933657957,1574114.6978879797,0.14,999996.0,3968706.0,262621.1688883301,410.59304134540037,0.11226829816907004,855650.1346707225,0.35,212198.48533108528,1.8242710599511176,0.0,96057.61137596915,59.8086,3.08,0.0,0.0,0.0,4.1127852702276195e-09,2010-12-31,29
111,7.0,94.97300567883813,339693.2791827657,0.19,1099996.0,4422516.0,59878.62892195669,472.2680594169633,0.2162189856069445,1605879.305855828,0.53,54505.11335468951,0.1822067770301816,0.0,79959.17445115467,58.3732,3.08,0.0,0.0,0.0,1.20865384917886e-07,2011-12-31,29
112,4.0,97.11682851583991,47146.33032457086,0.16,1099996.0,5014329.0,116171.56069811985,619.9253058300447,0.1664774876204537,233889.65735002057,0.45,93866.87799402559,0.0,0.0,107849.75759642133,61.7225,3.08,0.0,0.0,0.0,1.2692473507887166e-07,2012-12-31,29
113,4.0,95.12699716377256,62699.78398181312,0.16,1099996.0,4702361.0,284600.6710125958,805.1454418093056,0.18927069560089238,555505.5515964505,0.49,229957.97166207392,0.17932329458003235,0.0,68641.09,61.7225,3.08,0.0,0.0,0.0,1.4717006961164255e-08,2013-12-31,29
114,4.0,93.78282349650303,758786.2368711955,0.17,1099996.0,4395514.0,219777.39823593025,523.5444034630239,0.20258498353283025,1402801.3260101783,0.51,200803.84831262537,0.5691505859316262,1.0,60044.36,60.7656,3.08,0.0,0.0,0.0,7.438378295777582e-08,2014-12-31,29
115,4.0,96.4644800990973,24376.058686181754,0.12,1099996.0,4857751.0,355027.93661356054,986.1549994884139,0.17470718001302105,81950.02081153243,0.38,286863.3580397021,0.0,0.0,125604.64,60.7656,3.08,0.0,0.0,0.0,1.2563639222958312e-08,2015-12-31,29
116,5.0,94.05086366082195,17222.0,0.1,1099996.0,4152409.0,594951.4382187338,1318.107551639193,0.057662844804370596,904007.5224258045,0.31,480722.0780029666,0.4361718977135824,1.0,159535.18,59.3301,3.08,0.0,0.0,0.0,2.7279935433393243e-09,2016-12-31,29
117,4.0,96.61118044748247,6476.0,0.13,1200000.0,4832846.0,580448.9127566018,1215.5979518544375,0.1519378421929426,134254.34118051472,0.39,469004.0053526676,0.0,0.0,130600.36,60.2871,3.08,0.0,0.0,0.0,9.643725065270817e-09,2017-12-31,29
118,4.0,96.04062944150651,16421.0,0.63,1200000.0,33187654.0,2772340.4822403933,437.3302042579669,0.9338707058148132,0.0,1.96,1618523.4775206526,0.0,0.0,124208.92,61.7225,3.08,0.0,0.0,0.0,0.0,2018-12-31,29
119,5.0,83.36769837778098,5017637.0,0.52,1200000.0,23811175.0,2919558.8864512737,1945.4361326448118,0.27563604739042236,2140683.855655992,1.62,1723627.8604638765,0.0,0.0,60222.69,63.6364,3.08,0.0,0.0,0.0,0.0,2019-12-31,29
120,5.499745942390933,70.18401940615311,19709.131397794612,0.17922099617815077,1482244.7128750288,7147290.93173599,2177824.5548197455,100.08444091958941,0.18066584099623065,207187.9508056924,0.5208889570124913,1427517.307804108,0.0,1.9994658802257892,92713.9431156173,42.1488,1.9178722289258154,8.78408987994182e-06,0.49999852229109276,0.999992044666024,1.000000032054331,2005-12-31,11
121,7.2,74.43001417984715,41933.82425642734,0.5745493395471605,1268526.1050217946,6342400.0,2299141.4856070206,680.17785414272,0.7661490743723899,4697262.550592369,0.9125491509180307,1507037.9551607734,0.0,0.4999992812510332,114297.3216,44.6281,6.750000156490183,0.4,0.0,0.0,0.999999985896444,2006-12-31,11
122,8.384844534105186,84.02201843772293,15222.0,0.249,600000.0,14948100.0,3239959.2573047047,494.4793237799683,0.384,5119455.631762734,0.277,2090870.6161516989,0.0,4.0,144126.316,45.0413,0.25,0.00917904926364183,0.0,0.0,0.0,2007-12-31,11
123,9.421870623981812,89.82452769619898,16271.0,0.302,600000.0,10616345.0,4353301.373428628,399.9727055976993,0.645,1951226.6850452423,0.222,2631586.944486442,5.884751024365072,6.0,67042.696,50.8264,0.083,0.04529887987810721,0.0,0.0,0.0,2008-12-31,11
124,5.0,87.40662043545937,16215.0,0.283,840000.0,10361875.0,5088180.364639903,560.6995321579712,0.555,2201524.552080345,0.228,2830025.15778203,7.0979174442315465,0.0,80471.526,54.9587,1.083,0.0,0.0,0.0,1.6910311467016877e-10,2009-12-31,11
125,7.0,82.46649593446082,17716.0,0.413,840000.0,18034938.0,3133983.461925858,1239.3474788972064,1.333,5339145.607299788,0.326,1925257.581326013,1.8439558800644742,0.0,147977.905,60.3306,2.083,0.0,0.0,0.0,0.0,2010-12-31,11
126,7.0,83.04261403339396,22455.0,0.566,1020000.0,26386409.0,2793402.768520299,250.20075378930878,1.791,264427.680161471,0.49,1661314.8934243675,0.0,0.0,222750.9,59.0909,3.083,1.0,0.0,0.0,0.0,2011-12-31,11
127,6.0,96.54329435208774,112835.0,0.535,1500000.0,30462600.0,2740001.6528940215,438.99833748493614,1.122,0.0,0.473,1615545.8719676542,0.0,5.0,203454.545,64.876,4.083,1.0,0.0,0.0,0.0,2012-12-31,11
128,7.0,96.557,119232.0,0.53,1500000.0,29457600.0,3595757.3409556635,439.19,1.427,463763.99395155435,0.449,2325951.742998433,0.0,3.0,207169.773,64.876,5.083,0.0,0.0,0.0,0.0,2013-12-31,11
129,7.0,96.557,30152.0,0.502,1500000.0,30376336.0,3588219.400356123,439.19,1.126,536590.4952862958,0.424,2322468.9604747035,0.0,2.0,223693.333,64.4628,6.083,0.0,0.0,0.0,0.0,2014-12-31,11
130,7.0,96.557,33461.0,0.386,1833064.0,30245323.0,3589329.666674226,439.19,0.91,521843.74462566455,0.318,2323104.4618319073,0.0,3.0,229682.227,66.1157,7.083,0.0,0.0,0.0,0.0,2015-12-31,11
131,7.0,96.557,18719.0,0.38,1500000.0,32048410.0,3576040.5672304006,439.19,0.819,0.0,0.318,2316941.2329339758,0.0,3.0,269686.0,66.1157,8.083,0.0,0.0,0.0,0.0,2016-12-31,11
132,7.0,78.685,21464.0,0.438,1500000.0,38929048.0,3539971.3763743113,374.821,1.063,0.0,0.378,2301364.228671042,0.0,4.0,267540.19,66.1157,1.0,0.0,0.0,1.0,0.0,2017-12-31,11
133,8.0,78.685,22392.0,0.287,1800000.0,18152551.0,3536810.682965004,374.821,0.952,5063635.644442585,0.227,2210300.807967848,2.070316758501145,3.0,268026.905,63.6364,2.0,0.0,0.0,1.0,0.0,2018-12-31,11
134,7.0,78.685,138544.0,0.217,2392473.0,16356420.0,3639563.5457438016,374.821,0.516,2788270.9816763303,0.193,2294921.9231267264,1.5809335912732145,7.0,245204.0,63.6364,3.0,0.0,0.0,1.0,0.0,2019-12-31,11
135,5.0,84.1788,119533.6,0.16886,1550798.4,20975590.2,376658.0,390.4544,0.23662,0.0,0.24928,219246.6,0.0,1.8,172927.60146,55.3719,5.4332,0.0,0.0,0.2,1.0,2005-12-31,45
136,4.0,88.8336,24172.0,0.45226,1075008.0,9309610.8,217800.0,531.6682,0.46974,4315520.0,0.8314800000000001,49600.0,1.5156,0.8,53834.30934,39.72596,7.19986,0.2,0.0,0.0,1.0,2006-12-31,45
137,4.0,89.15308293615544,986688.5975773582,0.144,1225996.0,13011810.0,2863921.2284169057,94.34880749436606,0.232,617650.0,0.128,2183545.567603045,0.0,4.0,173780.88,35.39074,4.333,0.9999995486113659,0.0,9.952576688575951e-09,0.0,2007-12-31,45
138,4.0,86.61200856099983,318058.33780360257,0.269,1636572.0,14915433.0,3055870.199471658,1428.532525407467,0.385,20959950.0,0.334,2327471.8213096517,0.3248664225460321,0.0,207958.773,46.6942,5.333,0.0,0.0,0.0,0.0,2008-12-31,45
139,4.0,88.45615811706863,125408.18704282926,0.134,1700317.0,15733886.0,2215945.584753963,438.36291973196893,0.207,0.0,0.137,1604960.5602604006,1.4682092464225815,0.0,163919.957,47.5207,6.333,0.0,0.0,0.0,0.0,2009-12-31,45
140,5.0,82.02639801114397,1759731.4207072875,0.175,1730210.0,22699784.0,2714906.382360919,895.9464237559366,0.235,0.0,0.224,1656292.2811743182,0.32761050462522184,4.0,222835.833,55.7851,7.333,0.0,0.0,0.0,0.0,2010-12-31,45
141,4.0,87.2532735036628,113496.21478181465,0.406,1886206.0,46578335.0,1410776.5005338213,405.6810707336695,0.609,0.0,0.367,917975.3580166085,0.0,0.0,335279.545,54.9587,8.333,0.0,0.0,0.0,0.0,2011-12-31,45
142,4.0,79.38671955272989,57102.5044358727,0.233,1916276.0,39733010.0,1443962.0720527277,377.34835193953995,0.335,0.0,0.246,945262.9467820579,0.0,4.0,398977.909,57.0248,9.333,0.0,0.0,0.0,0.0,2012-12-31,45
143,5.0,86.48255550007943,113028.82253983401,0.288,1907862.0,45427628.0,1415439.7024328231,402.90519926443113,0.477,0.0,0.268,921801.9296417054,0.0,0.0,414236.25,64.0496,10.333,0.0,0.0,0.0,0.0,2013-12-31,45
144,4.0,81.75020067859381,122689.26698923064,0.327,1617025.0,20265720.0,2914294.760697749,805.5739270657003,0.608,0.0,0.275,1672936.3067930383,1.7585820479339425,1.0,607472.5,64.0496,11.333,0.0,0.0,0.0,0.0,2014-12-31,45
145,6.0,83.14995506389549,318005.0,0.22,2237610.0,37238111.0,1462698.211245185,390.902278911027,0.318,0.0,0.266,960480.5569305575,0.0,9.0,26195.962,64.0496,0.25,0.0,0.0,0.0,0.0,2015-12-31,45
146,6.0,80.957,178651.0,0.125,1584000.0,19847804.0,2857193.9958449192,221.035,0.183,0.0,0.146,1762633.8897353546,1.622672779561287,2.0,245298.5,61.9835,1.25,0.0,0.0,0.0,0.0,2016-12-31,45
147,5.0,80.957,192735.0,0.167,2125000.0,26634278.0,2822592.871554083,221.035,0.25,0.0,0.171,1665650.6353827908,0.0,2.0,137642.739,64.4628,2.25,0.0,0.0,0.0,0.0,2017-12-31,45
148,5.0,80.957,146768.0,0.161,2507497.0,24277737.0,2837618.491184001,221.035,0.237,0.0,0.168,1690996.9721283463,0.0,8.0,216142.143,63.6364,3.25,0.0,0.0,0.0,0.0,2018-12-31,45
149,6.0,80.957,87694.0,0.14,2125000.0,24293972.0,2837652.259252155,221.035,0.211,0.0,0.139,1690946.4090393428,0.0,2.0,242143.409,63.6364,4.25,0.0,0.0,0.0,0.0,2019-12-31,45
150,5.000020246781289,80.40709558672343,38702.81782505455,-0.4495955769878413,800000.4671791024,4736730.677468285,1732336.1092966255,514.0292530381902,0.07680068726704799,2.832133480394181,1.7658382831307513,1135509.1820790137,15.795071591466911,2.499987179598441,79117.60808574175,36.7769,4.999970773776103,0.9999898751025146,1.4642492097016664e-06,0.0,1.0000000462710186,2005-12-31,9
151,3.0,96.21276745014158,40394.634840552666,0.022970289508764435,810244.8370412487,2914459.989941621,0.0,2052.323004914517,0.09063230612837829,566330.0558750195,0.32040167367467315,0.0,0.0,0.9465714362308317,93225.95656048969,51.6529,4.640732937861334,0.19266708660241824,0.0,0.32466986343776655,0.0174480015983144,2006-12-31,9
152,3.0,92.97642256691248,100270.24207541395,137.609,1100000.0,7811775000.0,1300914.4435615288,426.2939523708304,162.307,0.0,187.675,825173.0971552889,0.9453076336419871,2.0,207058.824,53.719,4.667,0.8565736106527868,0.0,0.0,0.0,2007-12-31,9
153,4.0,84.04292658311438,35080.14692384841,0.293,1100000.0,15747000.0,4322907.455191739,515.5021044262222,0.342,1968484.912314811,0.43,2389856.6484093945,0.10459300238658506,7.0,25973.684,57.8512,5.667,0.9999997500000625,0.0,0.0,0.0,2008-12-31,9
154,5.0,81.69688653723809,61301.78314362543,0.184,1100000.0,12004000.0,4776256.417202793,150.72857605764133,0.211,2989519.5627143597,0.29,2796439.0513936374,0.2896999240338321,0.0,88835.714,61.9835,6.667,1.0,0.0,0.0,0.0,2009-12-31,9
155,5.0,82.58740927880096,163598.54679609078,0.256,1100000.0,19703000.0,3008152.9088401375,1238.50672275117,0.294,384000.0,0.359,1712386.478246977,1.183960461438201,0.0,216346.154,64.0496,7.667,1.0,0.0,0.0,0.0,2010-12-31,9
156,5.0,79.87457944659911,369957.80288598465,0.267,1467000.0,21971000.0,4177815.4271727223,534.2108201768449,0.305,4981000.0,0.395,2187348.4314458207,1.6247959349701209,7.0,243541.667,65.7025,0.667,1.0,0.0,0.0,0.0,2011-12-31,9
157,5.0,83.26648374594569,121554.86907589925,0.234,1200000.0,20441000.0,4171000.3885590252,2564.719874153164,0.27,3980000.0,0.34,2203625.6757571986,1.8931931354670881,2.0,243541.667,63.6364,1.667,1.0,0.0,0.0,0.0,2012-12-31,9
158,5.0,81.32651792958653,179355.41892010707,0.274,1200000.0,18587000.0,4373245.799820043,377.52063138965724,0.32,5458000.0,0.379,2308806.06268043,1.9340300213806427,0.0,243541.667,64.876,2.667,1.0,0.0,0.0,0.0,2013-12-31,9
159,5.0,81.237376034325,211478.70235797742,0.288,1300000.0,18698000.0,4321648.060473733,377.11565099596334,0.339,5458000.0,0.396,2297750.472819278,1.931726944877584,1.0,200033.333,63.2231,3.667,1.0,0.0,0.0,0.0,2014-12-31,9
160,5.0,81.46383434789526,215000.0,0.227,1300000.0,18739000.0,3179688.268565973,377.1972312425118,0.263,5458000.0,0.324,1936238.8477528316,1.9373570394764419,3.0,245233.333,62.3967,4.667,1.0,0.0,0.0,0.0,2015-12-31,9
161,5.0,80.52585680970482,68000.0,0.224,1300000.0,18177000.0,3215773.3827077746,376.16824664648993,0.26,5458000.0,0.296,1967594.2183632946,2.096561862722028,0.0,225961.538,62.3967,5.667,1.0,0.0,0.0,0.0,2016-12-31,9
162,5.0,79.57,84000.0,0.294,1600000.0,22299000.0,3718311.127596648,370.989,0.34,5458000.0,0.379,2382344.940568415,1.7177171988143776,4.0,256092.308,66.9421,6.667,1.0,0.0,1.0,0.0,2017-12-31,9
163,5.0,79.57,182000.0,0.315,1973000.0,13941000.0,3838676.076381194,370.989,0.371,5458000.0,0.388,2582335.6828023447,0.4101933732665786,2.0,238307.143,65.7025,7.667,1.0,1.0,1.0,0.0,2018-12-31,9
164,5.0,79.57,60000.0,0.236,1600000.0,13328000.0,3807436.278662564,370.989,0.279,5458000.0,0.303,2621245.768898942,0.0,0.0,239014.286,63.2231,8.667,1.0,1.0,1.0,0.0,2019-12-31,9
165,3.3103083765426917,77.67232643299711,184858.06780111953,0.19793606852446433,728407.4941468782,1024688.12097736,1272829.9888845547,376.5015705318702,0.2008388925373471,748977.3414218654,2.6046999193990024,834312.7709730505,7.586127771272294,0.018830808925950952,91043.68843262138,20.5742,8.117098300369857,0.9902659292770227,0.0,0.0,1.0000000250317502,2005-12-31,32
166,4.051965087465641,78.22907227743738,223235.6303436045,0.06190816946322944,1040856.8432018938,7470316.160823081,1416423.7190306932,401.73667131057914,0.7089504297616335,911898.9845917572,0.10770961879651496,928435.3827427259,13.717992033626368,2.9898126631759347,34207.47283249449,28.7081,3.9842335352107754,0.5662403264228701,0.0,0.0,1.0000000207005513,2006-12-31,32
167,4.000028175790882,90.76578725099365,818436.5206974105,0.18,1702011.0,14265736.0,4478499.614075949,5540.687148413849,0.18,5461978.417997327,0.47,2530087.7835096843,0.0,0.0,88994.94,42.1053,6.09088593690062,0.07402683542353282,0.0,0.0,0.0,2007-12-31,32
168,4.011733386825176,83.13155406612144,126727.87325514425,0.19,1679396.0,15532171.0,4352037.983991021,422.0203539401733,0.19,1993412.854626833,0.47,2414958.0295727453,1.146303752136203,0.0,72949.41,39.7129,4.167360395953264,0.07832159451662542,0.0,0.0,0.0,2008-12-31,32
169,7.60211908044991,83.29172610444859,55024.411393710485,0.17,1704672.0,17514780.0,4179025.1043144637,379.6092826796777,0.17,5045398.078189444,0.42,2284278.5377386194,1.8917550764854087,0.0,111263.81,45.4545,4.997426045581419,0.03131633352524895,0.0,0.0,0.0,2009-12-31,32
170,4.0,83.00936154865063,55945.59277077604,0.14,1728399.0,17546784.0,4408715.673062753,376.9082352163144,0.14,5307827.709521518,0.35,2344917.3393110856,1.9151641416411038,0.0,101377.38,46.4115,4.879074958060419,0.0,0.0,0.0,0.0,2010-12-31,32
171,4.0,82.54897701227385,71194.25754495893,0.14,1713101.0,21188463.0,4197905.510237903,1763.0723064652523,0.14,3346309.2008169857,0.35,2206579.332953016,2.034425123638011,1.0,63517.5,52.6316,3.4470194225606794,0.0,0.0,0.0,0.0,2011-12-31,32
172,4.0,87.68492787447683,422113.93840207177,0.1,1191563.0,14566559.0,4691951.274988558,3175.9925569802267,0.1,3707530.9319839617,0.25,2548041.041984154,0.0,0.0,55548.93,55.0239,4.215479277910978,0.0,0.0,0.0,0.0,2012-12-31,32
173,4.0,85.54854897730253,404189.15349168726,0.09,1519018.0,19572549.0,4282821.818052687,3328.834326184748,0.09,221170.080607051,0.23,2258231.72561982,0.9106607835258301,1.0,829476.29,55.0239,4.632748630441847,0.0,0.0,0.0,0.0,2013-12-31,32
174,5.0,89.0371376482921,19069.95993397598,0.09,1069126.0,9408844.0,5421882.151513666,1218.0321057427984,0.09,2258481.550959796,0.24,2661325.941704791,5.28904564624834,0.0,731086.33,55.9809,3.6819246951796125,0.0,0.0,0.0,1.7121361755029484e-10,2014-12-31,32
175,4.0,81.80463792550296,0.0,0.1,1145326.0,14463602.0,3567677.66522948,446.10250322849544,0.1,4143147.508907534,0.26,2274369.3718315875,0.0,2.0,610718.71,57.4163,3.8255633774960898,0.0,0.0,0.0,0.0,2015-12-31,32
